pwsid,year,month,produced_or_delivery,produced_or_delivery_type,population,acre_feet
CA0202503,2017,Jan,water delivered,other,NA,NA
CA0202503,2017,Jan,water delivered,total retail,NA,NA
CA0202503,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202503,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202503,2017,Jul,water delivered,other,NA,NA
CA0202503,2017,Jul,water delivered,total retail,NA,NA
CA0202503,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202503,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202503,2017,Jun,water delivered,other,NA,NA
CA0202503,2017,Jun,water delivered,total retail,NA,NA
CA0202503,2017,Mar,water delivered,agriculture,NA,NA
CA0202503,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202503,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202503,2017,Mar,water delivered,other,NA,NA
CA0202503,2017,Mar,water delivered,total retail,NA,NA
CA0202503,2017,May,water delivered,commercial/institutional,NA,NA
CA0202503,2017,May,water delivered,multi-family residential,NA,NA
CA0202503,2017,May,water delivered,other,NA,NA
CA0202503,2017,May,water delivered,total retail,NA,NA
CA0202503,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202503,2017,Nov,water delivered,other,NA,NA
CA0202503,2017,Nov,water delivered,single-family residential,NA,NA
CA0202503,2017,Nov,water delivered,total retail,NA,NA
CA0202503,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202503,2017,Oct,water delivered,other,NA,NA
CA0202503,2017,Oct,water delivered,single-family residential,NA,NA
CA0202503,2017,Oct,water delivered,total retail,NA,NA
CA0202503,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202503,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202503,2017,Sep,water delivered,other,NA,NA
CA0202503,2017,Sep,water delivered,single-family residential,NA,NA
CA0202503,2017,Sep,water delivered,total retail,NA,NA
CA0202504,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202504,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202504,2017,Annual,water delivered,other,NA,NA
CA0202504,2017,Annual,water delivered,single-family residential,NA,NA
CA0202504,2017,Annual,water delivered,total retail,NA,NA
CA0202504,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202504,2017,Apr,water delivered,other,NA,NA
CA0202504,2017,Apr,water delivered,total retail,NA,NA
CA0202504,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202504,2017,Aug,water delivered,other,NA,NA
CA0202504,2017,Aug,water delivered,single-family residential,NA,NA
CA0202504,2017,Aug,water delivered,total retail,NA,NA
CA0202504,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202504,2017,Dec,water delivered,other,NA,NA
CA0202504,2017,Dec,water delivered,single-family residential,NA,NA
CA0202504,2017,Dec,water delivered,total retail,NA,NA
CA0202504,2017,Feb,water delivered,agriculture,NA,NA
CA0202504,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202504,2017,Feb,water delivered,other,NA,NA
CA0202504,2017,Feb,water delivered,total retail,NA,NA
CA0202504,2017,Jan,water delivered,agriculture,NA,NA
CA0202504,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202504,2017,Jan,water delivered,other,NA,NA
CA0202504,2017,Jan,water delivered,total retail,NA,NA
CA0202504,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202504,2017,Jul,water delivered,other,NA,NA
CA0202504,2017,Jul,water delivered,total retail,NA,NA
CA0202504,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202504,2017,Jun,water delivered,other,NA,NA
CA0202504,2017,Jun,water delivered,total retail,NA,NA
CA0202504,2017,Mar,water delivered,agriculture,NA,NA
CA0202504,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202504,2017,Mar,water delivered,other,NA,NA
CA0202504,2017,Mar,water delivered,total retail,NA,NA
CA0202504,2017,May,water delivered,commercial/institutional,NA,NA
CA0202504,2017,May,water delivered,multi-family residential,NA,NA
CA0202504,2017,May,water delivered,other,NA,NA
CA0202504,2017,May,water delivered,total retail,NA,NA
CA0202504,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202504,2017,Nov,water delivered,other,NA,NA
CA0202504,2017,Nov,water delivered,single-family residential,NA,NA
CA0202504,2017,Nov,water delivered,total retail,NA,NA
CA0202504,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202504,2017,Oct,water delivered,other,NA,NA
CA0202504,2017,Oct,water delivered,single-family residential,NA,NA
CA0202504,2017,Oct,water delivered,total retail,NA,NA
CA0202504,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202504,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202504,2017,Sep,water delivered,other,NA,NA
CA0202504,2017,Sep,water delivered,single-family residential,NA,NA
CA0202504,2017,Sep,water delivered,total retail,NA,NA
CA0202505,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202505,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202505,2017,Annual,water delivered,other,NA,NA
CA0202505,2017,Annual,water delivered,single-family residential,NA,NA
CA0202505,2017,Annual,water delivered,total retail,NA,NA
CA0202505,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202505,2017,Apr,water delivered,other,NA,NA
CA0202505,2017,Apr,water delivered,total retail,NA,NA
CA0202505,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202505,2017,Aug,water delivered,other,NA,NA
CA0202505,2017,Aug,water delivered,single-family residential,NA,NA
CA0202505,2017,Aug,water delivered,total retail,NA,NA
CA0202505,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202505,2017,Dec,water delivered,other,NA,NA
CA0202505,2017,Dec,water delivered,single-family residential,NA,NA
CA0202505,2017,Dec,water delivered,total retail,NA,NA
CA0202505,2017,Feb,water delivered,agriculture,NA,NA
CA0202505,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202505,2017,Feb,water delivered,other,NA,NA
CA0202505,2017,Feb,water delivered,total retail,NA,NA
CA0202505,2017,Jan,water delivered,agriculture,NA,NA
CA0202505,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202505,2017,Jan,water delivered,other,NA,NA
CA0202505,2017,Jan,water delivered,total retail,NA,NA
CA0202505,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202505,2017,Jul,water delivered,other,NA,NA
CA0202505,2017,Jul,water delivered,total retail,NA,NA
CA0202505,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202505,2017,Jun,water delivered,other,NA,NA
CA0202505,2017,Jun,water delivered,total retail,NA,NA
CA0202505,2017,Mar,water delivered,agriculture,NA,NA
CA0202505,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202505,2017,Mar,water delivered,other,NA,NA
CA0202505,2017,Mar,water delivered,total retail,NA,NA
CA0202505,2017,May,water delivered,commercial/institutional,NA,NA
CA0202505,2017,May,water delivered,multi-family residential,NA,NA
CA0202505,2017,May,water delivered,other,NA,NA
CA0202505,2017,May,water delivered,total retail,NA,NA
CA0202505,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202505,2017,Nov,water delivered,other,NA,NA
CA0202505,2017,Nov,water delivered,single-family residential,NA,NA
CA0202505,2017,Nov,water delivered,total retail,NA,NA
CA0202505,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202505,2017,Oct,water delivered,other,NA,NA
CA0202505,2017,Oct,water delivered,single-family residential,NA,NA
CA0202505,2017,Oct,water delivered,total retail,NA,NA
CA0202505,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202505,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202505,2017,Sep,water delivered,other,NA,NA
CA0202505,2017,Sep,water delivered,single-family residential,NA,NA
CA0202505,2017,Sep,water delivered,total retail,NA,NA
CA0202506,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202506,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202506,2017,Annual,water delivered,other,NA,NA
CA0202506,2017,Annual,water delivered,single-family residential,NA,NA
CA0202506,2017,Annual,water delivered,total retail,NA,NA
CA0202506,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202506,2017,Apr,water delivered,other,NA,NA
CA0202506,2017,Apr,water delivered,total retail,NA,NA
CA0202506,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202506,2017,Aug,water delivered,other,NA,NA
CA0202506,2017,Aug,water delivered,single-family residential,NA,NA
CA0202506,2017,Aug,water delivered,total retail,NA,NA
CA0202506,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202506,2017,Dec,water delivered,other,NA,NA
CA0202506,2017,Dec,water delivered,single-family residential,NA,NA
CA0202506,2017,Dec,water delivered,total retail,NA,NA
CA0202506,2017,Feb,water delivered,agriculture,NA,NA
CA0202506,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202506,2017,Feb,water delivered,other,NA,NA
CA0202506,2017,Feb,water delivered,total retail,NA,NA
CA0202506,2017,Jan,water delivered,agriculture,NA,NA
CA0202506,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202506,2017,Jan,water delivered,other,NA,NA
CA0202506,2017,Jan,water delivered,total retail,NA,NA
CA0202506,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202506,2017,Jul,water delivered,other,NA,NA
CA0202506,2017,Jul,water delivered,total retail,NA,NA
CA0202506,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202506,2017,Jun,water delivered,other,NA,NA
CA0202506,2017,Jun,water delivered,total retail,NA,NA
CA0202506,2017,Mar,water delivered,agriculture,NA,NA
CA0202506,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202506,2017,Mar,water delivered,other,NA,NA
CA0202506,2017,Mar,water delivered,total retail,NA,NA
CA0202506,2017,May,water delivered,commercial/institutional,NA,NA
CA0202506,2017,May,water delivered,multi-family residential,NA,NA
CA0202506,2017,May,water delivered,other,NA,NA
CA0202506,2017,May,water delivered,total retail,NA,NA
CA0202506,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202506,2017,Nov,water delivered,other,NA,NA
CA0202506,2017,Nov,water delivered,single-family residential,NA,NA
CA0202506,2017,Nov,water delivered,total retail,NA,NA
CA0202506,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202506,2017,Oct,water delivered,other,NA,NA
CA0202506,2017,Oct,water delivered,single-family residential,NA,NA
CA0202506,2017,Oct,water delivered,total retail,NA,NA
CA0202506,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202506,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202506,2017,Sep,water delivered,other,NA,NA
CA0202506,2017,Sep,water delivered,single-family residential,NA,NA
CA0202506,2017,Sep,water delivered,total retail,NA,NA
CA0202509,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202509,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202509,2017,Annual,water delivered,other,NA,NA
CA0202509,2017,Annual,water delivered,single-family residential,NA,NA
CA0202509,2017,Annual,water delivered,total retail,NA,NA
CA0202509,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202509,2017,Apr,water delivered,other,NA,NA
CA0202509,2017,Apr,water delivered,total retail,NA,NA
CA0202509,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202509,2017,Aug,water delivered,other,NA,NA
CA0202509,2017,Aug,water delivered,single-family residential,NA,NA
CA0202509,2017,Aug,water delivered,total retail,NA,NA
CA0202509,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202509,2017,Dec,water delivered,other,NA,NA
CA0202509,2017,Dec,water delivered,single-family residential,NA,NA
CA0202509,2017,Dec,water delivered,total retail,NA,NA
CA0202509,2017,Feb,water delivered,agriculture,NA,NA
CA0202509,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202509,2017,Feb,water delivered,other,NA,NA
CA0202509,2017,Feb,water delivered,total retail,NA,NA
CA0202509,2017,Jan,water delivered,agriculture,NA,NA
CA0202509,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202509,2017,Jan,water delivered,other,NA,NA
CA0202509,2017,Jan,water delivered,total retail,NA,NA
CA0202509,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202509,2017,Jul,water delivered,other,NA,NA
CA0202509,2017,Jul,water delivered,total retail,NA,NA
CA0202509,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202509,2017,Jun,water delivered,other,NA,NA
CA0202509,2017,Jun,water delivered,total retail,NA,NA
CA0202509,2017,Mar,water delivered,agriculture,NA,NA
CA0202509,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202509,2017,Mar,water delivered,other,NA,NA
CA0202509,2017,Mar,water delivered,total retail,NA,NA
CA0202509,2017,May,water delivered,commercial/institutional,NA,NA
CA0202509,2017,May,water delivered,multi-family residential,NA,NA
CA0202509,2017,May,water delivered,other,NA,NA
CA0202509,2017,May,water delivered,total retail,NA,NA
CA0202509,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202509,2017,Nov,water delivered,other,NA,NA
CA0202509,2017,Nov,water delivered,single-family residential,NA,NA
CA0202509,2017,Nov,water delivered,total retail,NA,NA
CA0202509,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202509,2017,Oct,water delivered,other,NA,NA
CA0202509,2017,Oct,water delivered,single-family residential,NA,NA
CA0202509,2017,Oct,water delivered,total retail,NA,NA
CA0202509,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202509,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202509,2017,Sep,water delivered,other,NA,NA
CA0202509,2017,Sep,water delivered,single-family residential,NA,NA
CA0202509,2017,Sep,water delivered,total retail,NA,NA
CA0202512,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202512,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202512,2017,Annual,water delivered,other,NA,NA
CA0202512,2017,Annual,water delivered,single-family residential,NA,NA
CA0202512,2017,Annual,water delivered,total retail,NA,NA
CA0202512,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202512,2017,Apr,water delivered,other,NA,NA
CA0202512,2017,Apr,water delivered,total retail,NA,NA
CA0202512,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202512,2017,Aug,water delivered,other,NA,NA
CA0202512,2017,Aug,water delivered,single-family residential,NA,NA
CA0202512,2017,Aug,water delivered,total retail,NA,NA
CA0202512,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202512,2017,Dec,water delivered,other,NA,NA
CA0202512,2017,Dec,water delivered,single-family residential,NA,NA
CA0202512,2017,Dec,water delivered,total retail,NA,NA
CA0202512,2017,Feb,water delivered,agriculture,NA,NA
CA0202512,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202512,2017,Feb,water delivered,other,NA,NA
CA0202512,2017,Feb,water delivered,total retail,NA,NA
CA0202512,2017,Jan,water delivered,agriculture,NA,NA
CA0202512,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202512,2017,Jan,water delivered,other,NA,NA
CA0202512,2017,Jan,water delivered,total retail,NA,NA
CA0202512,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202512,2017,Jul,water delivered,other,NA,NA
CA0202512,2017,Jul,water delivered,total retail,NA,NA
CA0202512,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202512,2017,Jun,water delivered,other,NA,NA
CA0202512,2017,Jun,water delivered,total retail,NA,NA
CA0202512,2017,Mar,water delivered,agriculture,NA,NA
CA0202512,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202512,2017,Mar,water delivered,other,NA,NA
CA0202512,2017,Mar,water delivered,total retail,NA,NA
CA0202512,2017,May,water delivered,commercial/institutional,NA,NA
CA0202512,2017,May,water delivered,multi-family residential,NA,NA
CA0202512,2017,May,water delivered,other,NA,NA
CA0202512,2017,May,water delivered,total retail,NA,NA
CA0202512,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202512,2017,Nov,water delivered,other,NA,NA
CA0202512,2017,Nov,water delivered,single-family residential,NA,NA
CA0202512,2017,Nov,water delivered,total retail,NA,NA
CA0202512,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202512,2017,Oct,water delivered,other,NA,NA
CA0202512,2017,Oct,water delivered,single-family residential,NA,NA
CA0202512,2017,Oct,water delivered,total retail,NA,NA
CA0202512,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202512,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202512,2017,Sep,water delivered,other,NA,NA
CA0202512,2017,Sep,water delivered,single-family residential,NA,NA
CA0202512,2017,Sep,water delivered,total retail,NA,NA
CA0202513,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202513,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202513,2017,Annual,water delivered,other,NA,NA
CA0202513,2017,Annual,water delivered,single-family residential,NA,NA
CA0202513,2017,Annual,water delivered,total retail,NA,NA
CA0202513,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202513,2017,Apr,water delivered,other,NA,NA
CA0202513,2017,Apr,water delivered,total retail,NA,NA
CA0202513,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202513,2017,Aug,water delivered,other,NA,NA
CA0202513,2017,Aug,water delivered,single-family residential,NA,NA
CA0202513,2017,Aug,water delivered,total retail,NA,NA
CA0202513,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202513,2017,Dec,water delivered,other,NA,NA
CA0202513,2017,Dec,water delivered,single-family residential,NA,NA
CA0202513,2017,Dec,water delivered,total retail,NA,NA
CA0202513,2017,Feb,water delivered,agriculture,NA,NA
CA0202513,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202513,2017,Feb,water delivered,other,NA,NA
CA0202513,2017,Feb,water delivered,total retail,NA,NA
CA0202513,2017,Jan,water delivered,agriculture,NA,NA
CA0202513,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202513,2017,Jan,water delivered,other,NA,NA
CA0202513,2017,Jan,water delivered,total retail,NA,NA
CA0202513,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202513,2017,Jul,water delivered,other,NA,NA
CA0202513,2017,Jul,water delivered,total retail,NA,NA
CA0202513,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202513,2017,Jun,water delivered,other,NA,NA
CA0202513,2017,Jun,water delivered,total retail,NA,NA
CA0202513,2017,Mar,water delivered,agriculture,NA,NA
CA0202513,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202513,2017,Mar,water delivered,other,NA,NA
CA0202513,2017,Mar,water delivered,total retail,NA,NA
CA0202513,2017,May,water delivered,commercial/institutional,NA,NA
CA0202513,2017,May,water delivered,multi-family residential,NA,NA
CA0202513,2017,May,water delivered,other,NA,NA
CA0202513,2017,May,water delivered,total retail,NA,NA
CA0202513,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202513,2017,Nov,water delivered,other,NA,NA
CA0202513,2017,Nov,water delivered,single-family residential,NA,NA
CA0202513,2017,Nov,water delivered,total retail,NA,NA
CA0202513,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202513,2017,Oct,water delivered,other,NA,NA
CA0202513,2017,Oct,water delivered,single-family residential,NA,NA
CA0202513,2017,Oct,water delivered,total retail,NA,NA
CA0202513,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202513,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202513,2017,Sep,water delivered,other,NA,NA
CA0202513,2017,Sep,water delivered,single-family residential,NA,NA
CA0202513,2017,Sep,water delivered,total retail,NA,NA
CA0202515,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202515,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202515,2017,Annual,water delivered,other,NA,NA
CA0202515,2017,Annual,water delivered,single-family residential,NA,NA
CA0202515,2017,Annual,water delivered,total retail,NA,NA
CA0202515,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202515,2017,Apr,water delivered,other,NA,NA
CA0202515,2017,Apr,water delivered,total retail,NA,NA
CA0202515,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202515,2017,Aug,water delivered,other,NA,NA
CA0202515,2017,Aug,water delivered,single-family residential,NA,NA
CA0202515,2017,Aug,water delivered,total retail,NA,NA
CA0202515,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202515,2017,Dec,water delivered,other,NA,NA
CA0202515,2017,Dec,water delivered,single-family residential,NA,NA
CA0202515,2017,Dec,water delivered,total retail,NA,NA
CA0202515,2017,Feb,water delivered,agriculture,NA,NA
CA0202515,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202515,2017,Feb,water delivered,other,NA,NA
CA0202515,2017,Feb,water delivered,total retail,NA,NA
CA0202515,2017,Jan,water delivered,agriculture,NA,NA
CA0202515,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202515,2017,Jan,water delivered,other,NA,NA
CA0202515,2017,Jan,water delivered,total retail,NA,NA
CA0202515,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202515,2017,Jul,water delivered,other,NA,NA
CA0202515,2017,Jul,water delivered,total retail,NA,NA
CA0202515,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202515,2017,Jun,water delivered,other,NA,NA
CA0202515,2017,Jun,water delivered,total retail,NA,NA
CA0202515,2017,Mar,water delivered,agriculture,NA,NA
CA0202515,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202515,2017,Mar,water delivered,other,NA,NA
CA0202515,2017,Mar,water delivered,total retail,NA,NA
CA0202515,2017,May,water delivered,commercial/institutional,NA,NA
CA0202515,2017,May,water delivered,multi-family residential,NA,NA
CA0202515,2017,May,water delivered,other,NA,NA
CA0202515,2017,May,water delivered,total retail,NA,NA
CA0202515,2017,Nov,water delivered,multi-family residential,NA,NA
CA0202515,2017,Nov,water delivered,other,NA,NA
CA0202515,2017,Nov,water delivered,single-family residential,NA,NA
CA0202515,2017,Nov,water delivered,total retail,NA,NA
CA0202515,2017,Oct,water delivered,multi-family residential,NA,NA
CA0202515,2017,Oct,water delivered,other,NA,NA
CA0202515,2017,Oct,water delivered,single-family residential,NA,NA
CA0202515,2017,Oct,water delivered,total retail,NA,NA
CA0202515,2017,Sep,water delivered,commercial/institutional,NA,NA
CA0202515,2017,Sep,water delivered,multi-family residential,NA,NA
CA0202515,2017,Sep,water delivered,other,NA,NA
CA0202515,2017,Sep,water delivered,single-family residential,NA,NA
CA0202515,2017,Sep,water delivered,total retail,NA,NA
CA0202516,2017,Annual,water delivered,landscape irrigation,NA,NA
CA0202516,2017,Annual,water delivered,multi-family residential,NA,NA
CA0202516,2017,Annual,water delivered,other,NA,NA
CA0202516,2017,Annual,water delivered,single-family residential,NA,NA
CA0202516,2017,Annual,water delivered,total retail,NA,NA
CA0202516,2017,Apr,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Apr,water delivered,multi-family residential,NA,NA
CA0202516,2017,Apr,water delivered,other,NA,NA
CA0202516,2017,Apr,water delivered,total retail,NA,NA
CA0202516,2017,Aug,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Aug,water delivered,multi-family residential,NA,NA
CA0202516,2017,Aug,water delivered,other,NA,NA
CA0202516,2017,Aug,water delivered,single-family residential,NA,NA
CA0202516,2017,Aug,water delivered,total retail,NA,NA
CA0202516,2017,Dec,water delivered,multi-family residential,NA,NA
CA0202516,2017,Dec,water delivered,other,NA,NA
CA0202516,2017,Dec,water delivered,single-family residential,NA,NA
CA0202516,2017,Dec,water delivered,total retail,NA,NA
CA0202516,2017,Feb,water delivered,agriculture,NA,NA
CA0202516,2017,Feb,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Feb,water delivered,multi-family residential,NA,NA
CA0202516,2017,Feb,water delivered,other,NA,NA
CA0202516,2017,Feb,water delivered,total retail,NA,NA
CA0202516,2017,Jan,water delivered,agriculture,NA,NA
CA0202516,2017,Jan,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Jan,water delivered,multi-family residential,NA,NA
CA0202516,2017,Jan,water delivered,other,NA,NA
CA0202516,2017,Jan,water delivered,total retail,NA,NA
CA0202516,2017,Jul,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Jul,water delivered,multi-family residential,NA,NA
CA0202516,2017,Jul,water delivered,other,NA,NA
CA0202516,2017,Jul,water delivered,total retail,NA,NA
CA0202516,2017,Jun,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Jun,water delivered,multi-family residential,NA,NA
CA0202516,2017,Jun,water delivered,other,NA,NA
CA0202516,2017,Jun,water delivered,total retail,NA,NA
CA0202516,2017,Mar,water delivered,agriculture,NA,NA
CA0202516,2017,Mar,water delivered,commercial/institutional,NA,NA
CA0202516,2017,Mar,water delivered,multi-family residential,NA,NA
CA0202516,2017,Mar,water delivered,other,NA,NA
CA0202516,2017,Mar,water delivered,total retail,NA,NA
CA0202516,2017,May,water delivered,commercial/institutional,NA,NA
