pwsid,year,month,produced_or_delivery,produced_or_delivery_type,population,acre_feet
CA0202509,2016,Sep,water produced,surface water,4,0
CA0202504,2016,Annual,water delivered,landscape irrigation,4,0
CA0202505,2016,Annual,water delivered,total retail,4,NA
CA0202501,2016,Apr,water delivered,agriculture,4,0
CA0202517,2016,Apr,water delivered,agriculture,4,NA
CA0202509,2016,Apr,water delivered,other pws,4,NA
CA0110012,2016,Apr,water delivered,single-family residential,4,2.694949532148129
CA0202501,2016,Apr,water delivered,total retail,4,0
CA0110650,2016,Aug,water delivered,commercial/institutional,4,0
CA0202506,2016,Aug,water delivered,multi-family residential,4,NA
CA0202504,2016,Aug,water delivered,single-family residential,4,0
CA0110012,2016,Dec,water delivered,commercial/institutional,4,1.5885051756784543
CA0110650,2016,Dec,water delivered,landscape irrigation,4,0
CA0202502,2016,Dec,water delivered,multi-family residential,4,NA
CA0202505,2016,Dec,water delivered,multi-family residential,4,NA
CA0202504,2016,Dec,water delivered,other pws,4,0
CA0110016,2016,Dec,water delivered,single-family residential,4,0
CA0202503,2016,Feb,water delivered,agriculture,3,0
CA0110012,2016,Feb,water delivered,commercial/institutional,4,0.5394490119717295
CA0110016,2016,Feb,water delivered,commercial/institutional,4,0
CA0202512,2016,Feb,water delivered,commercial/institutional,4,NA
CA0110012,2016,Feb,water delivered,multi-family residential,4,0.050501609631395945
CA0202501,2016,Feb,water delivered,total retail,4,0
CA0110019,2016,Jan,water delivered,agriculture,4,NA
CA0202502,2016,Jan,water delivered,agriculture,4,NA
CA0202515,2016,Jan,water delivered,agriculture,4,NA
CA0202512,2016,Jan,water delivered,commercial/institutional,4,NA
CA0110016,2016,Jan,water delivered,other pws,4,0
CA0202509,2016,Jan,water delivered,other pws,4,NA
CA0202503,2016,Jan,water delivered,single-family residential,3,0
CA0202506,2016,Jul,water delivered,agriculture,4,NA
CA0202503,2016,Jul,water delivered,total retail,3,0
CA0202515,2016,Jun,water delivered,landscape irrigation,4,NA
CA0202505,2016,Mar,water delivered,other,4,NA
CA0202517,2016,Mar,water delivered,total retail,4,NA
CA0202506,2016,May,water delivered,other,4,NA
CA0202517,2016,May,water delivered,other,4,NA
CA0110016,2016,May,water delivered,other pws,4,0
CA0202504,2016,May,water delivered,single-family residential,4,0
CA0202506,2016,Nov,water delivered,landscape irrigation,4,NA
CA0110012,2016,Oct,water delivered,commercial/institutional,4,3.606274033223774
CA0110650,2016,Oct,water delivered,commercial/institutional,4,0
CA0202509,2016,Oct,water delivered,industrial,4,NA
CA0110019,2016,Oct,water delivered,multi-family residential,4,NA
CA0202512,2016,Oct,water delivered,other pws,4,NA
CA0110016,2016,Sep,water delivered,commercial/institutional,4,0
CA0202509,2016,Sep,water delivered,commercial/institutional,4,NA
CA0110019,2016,Sep,water delivered,industrial,4,NA
CA0202509,2016,Sep,water delivered,total retail,4,NA
CA0202505,2016,Annual,water produced,recycled,4,0
CA0110019,2016,Annual,water produced,total amount of potable water,4,1.2396726
CA0202517,2016,Annual,water produced,total amount of potable water,4,1.333308782234825
CA0202501,2016,Apr,water produced,groundwater wells,4,0.015344436567633672
CA0202512,2016,Apr,water produced,groundwater wells,4,0
CA0202505,2016,Apr,water produced,total amount of potable water,4,0
CA0110012,2016,Aug,water produced,purchased or received from another pws,4,12.889388094558555
CA0202502,2016,Aug,water produced,purchased or received from another pws,4,0
CA0202503,2016,Aug,water produced,sold to another pws,3,0
CA0110012,2016,Dec,water produced,groundwater wells,4,0
CA0202517,2016,Dec,water produced,groundwater wells,4,0
CA0202503,2016,Dec,water produced,recycled,3,0
CA0202504,2016,Dec,water produced,recycled,4,0
CA0202506,2016,Dec,water produced,surface water,4,0
CA0202503,2016,Dec,water produced,total amount of potable water,3,0.01687888022439704
CA0110012,2016,Feb,water produced,groundwater wells,4,0
CA0202501,2016,Jan,water produced,groundwater wells,4,0.015344436567633672
CA0110019,2016,Jan,water produced,sold to another pws,4,0
CA0110019,2016,Jan,water produced,total amount of potable water,4,0
CA0202509,2016,Jan,water produced,total amount of potable water,4,0
CA0202509,2016,Jul,water produced,recycled,4,0
CA0110650,2016,Jul,water produced,sold to another pws,4,0
CA0202509,2016,Jun,water produced,non-potable (total excluded recycled),4,0
CA0202502,2016,Jun,water produced,recycled,4,0
CA0202505,2016,Mar,water produced,purchased or received from another pws,4,0
CA0110016,2016,Mar,water produced,surface water,4,0
CA0202506,2016,May,water produced,purchased or received from another pws,4,0
CA0202503,2016,May,water produced,surface water,3,0
CA0202506,2016,May,water produced,total amount of potable water,4,0.002301665485145051
CA0202515,2016,Nov,water produced,sold to another pws,4,0
CA0202504,2016,Oct,water produced,purchased or received from another pws,4,0
CA0110012,2016,Sep,water produced,recycled,4,0
CA0202512,2016,Annual,water delivered,agriculture,4,NA
CA0202504,2016,Annual,water delivered,commercial/institutional,4,0
CA0202505,2016,Annual,water delivered,industrial,4,NA
CA0110019,2016,Annual,water delivered,landscape irrigation,4,NA
CA0202506,2016,Apr,water delivered,landscape irrigation,4,NA
CA0110650,2016,Apr,water delivered,total retail,4,0.16854329125888826
CA0202503,2016,Aug,water delivered,single-family residential,3,0
CA0110650,2016,Feb,water delivered,industrial,4,0
CA0202515,2016,Feb,water delivered,industrial,4,NA
CA0110016,2016,Jan,water delivered,commercial/institutional,4,0
CA0202506,2016,Jan,water delivered,landscape irrigation,4,NA
CA0202504,2016,Jan,water delivered,multi-family residential,4,0
CA0202501,2016,Jan,water delivered,other pws,4,0
CA0110650,2016,Jan,water delivered,total retail,4,0.1027156583837398
CA0110012,2016,Jul,water delivered,industrial,4,0
CA0110016,2016,Jul,water delivered,industrial,4,0
CA0202502,2016,Jun,water delivered,commercial/institutional,4,NA
CA0202517,2016,Jun,water delivered,industrial,4,NA
CA0110650,2016,Jun,water delivered,other pws,4,0
CA0110012,2016,Jun,water delivered,total retail,4,8.945671487888637
CA0110650,2016,Mar,water delivered,landscape irrigation,4,0
CA0110012,2016,Mar,water delivered,multi-family residential,4,0
CA0202515,2016,Mar,water delivered,total retail,4,NA
CA0202515,2016,May,water delivered,agriculture,4,NA
CA0110650,2016,May,water delivered,industrial,4,0
CA0202502,2016,Nov,water delivered,total retail,4,NA
CA0110016,2016,Oct,water delivered,agriculture,4,0
CA0202515,2016,Oct,water delivered,other pws,4,NA
CA0110019,2016,Oct,water delivered,single-family residential,4,NA
CA0202502,2016,Sep,water delivered,commercial/institutional,4,NA
CA0202509,2016,Sep,water delivered,industrial,4,NA
CA0202502,2016,Sep,water delivered,other pws,4,NA
CA0202502,2016,Annual,water produced,purchased or received from another pws,4,0
CA0202509,2016,Annual,water produced,purchased or received from another pws,4,0
CA0202512,2016,Apr,water produced,non-potable (total excluded recycled),4,0
CA0202503,2016,Apr,water produced,sold to another pws,3,0
CA0202505,2016,Apr,water produced,sold to another pws,4,0
CA0202505,2016,Aug,water produced,purchased or received from another pws,4,0
CA0202501,2016,Aug,water produced,recycled,4,0
CA0110019,2016,Aug,water produced,total amount of potable water,4,0
CA0110016,2016,Feb,water produced,non-potable (total excluded recycled),4,0
CA0202515,2016,Feb,water produced,non-potable (total excluded recycled),4,0
CA0202503,2016,Jan,water produced,non-potable (total excluded recycled),3,0
CA0110012,2016,Jul,water produced,total amount of potable water,4,0.11707191323641787
CA0202517,2016,Jun,water produced,purchased or received from another pws,4,0
CA0202504,2016,Jun,water produced,total amount of potable water,4,14.786083209810618
CA0202515,2016,Mar,water produced,surface water,4,0
CA0202515,2016,Mar,water produced,sold to another pws,4,0
CA0202501,2016,Mar,water produced,total amount of potable water,4,0.015344436567633672
CA0110016,2016,May,water produced,groundwater wells,4,0
CA0202503,2016,May,water produced,non-potable (total excluded recycled),3,0
CA0202512,2016,May,water produced,surface water,4,0
CA0202503,2016,May,water produced,total amount of potable water,3,0.01687888022439704
CA0202505,2016,Nov,water produced,purchased or received from another pws,4,0
CA0202501,2016,Nov,water produced,recycled,4,0
CA0110012,2016,Nov,water produced,surface water,4,0
CA0110016,2016,Nov,water produced,sold to another pws,4,0
CA0202502,2016,Oct,water produced,non-potable (total excluded recycled),4,0
CA0202506,2016,Oct,water produced,recycled,4,0
CA0202517,2016,Sep,water produced,surface water,4,0
CA0202506,2016,Sep,water produced,total amount of potable water,4,0.004603330970290102
CA0202517,2016,Annual,water delivered,other,4,NA
CA0202509,2016,Annual,water delivered,other pws,4,NA
CA0202503,2016,Annual,water delivered,single-family residential,3,0
CA0202512,2016,Apr,water delivered,agriculture,4,NA
CA0110016,2016,Apr,water delivered,commercial/institutional,4,0
CA0202503,2016,Apr,water delivered,commercial/institutional,3,0
CA0202503,2016,Apr,water delivered,landscape irrigation,3,0
CA0202505,2016,Apr,water delivered,other,4,NA
CA0202517,2016,Apr,water delivered,other,4,NA
CA0202502,2016,Apr,water delivered,single-family residential,4,NA
CA0202505,2016,Aug,water delivered,agriculture,4,NA
CA0202506,2016,Aug,water delivered,commercial/institutional,4,NA
CA0202501,2016,Aug,water delivered,other pws,4,0
CA0110016,2016,Dec,water delivered,agriculture,4,0
CA0202517,2016,Dec,water delivered,agriculture,4,NA
CA0110012,2016,Dec,water delivered,single-family residential,4,3.822053638012466
CA0202501,2016,Dec,water delivered,single-family residential,4,0
CA0202502,2016,Feb,water delivered,commercial/institutional,4,NA
CA0110016,2016,Feb,water delivered,other,4,14.116884109999999
CA0110019,2016,Feb,water delivered,other,4,NA
CA0202504,2016,Jan,water delivered,industrial,4,0
CA0202509,2016,Jan,water delivered,single-family residential,4,NA
CA0202517,2016,Jan,water delivered,single-family residential,4,NA
CA0202502,2016,Jul,water delivered,agriculture,4,NA
CA0110012,2016,Jul,water delivered,multi-family residential,4,0
CA0110650,2016,Jul,water delivered,other pws,4,0
CA0110016,2016,Jul,water delivered,single-family residential,4,0
CA0202512,2016,Jun,water delivered,agriculture,4,NA
CA0110019,2016,Jun,water delivered,industrial,4,NA
CA0110019,2016,Jun,water delivered,landscape irrigation,4,NA
CA0202515,2016,Jun,water delivered,other,4,NA
CA0202503,2016,Jun,water delivered,other pws,3,0
CA0202512,2016,Mar,water delivered,agriculture,4,NA
CA0202505,2016,Mar,water delivered,commercial/institutional,4,NA
CA0202505,2016,Mar,water delivered,landscape irrigation,4,NA
CA0110016,2016,Mar,water delivered,other,4,15.95821682
CA0202502,2016,Mar,water delivered,total retail,4,NA
CA0202515,2016,Oct,water delivered,multi-family residential,4,NA
CA0110012,2016,Sep,water delivered,agriculture,4,0
CA0202517,2016,Sep,water delivered,agriculture,4,NA
CA0202505,2016,Sep,water delivered,industrial,4,NA
CA0110019,2016,Sep,water delivered,multi-family residential,4,NA
CA0202503,2016,Apr,water produced,surface water,3,0
CA0202501,2016,Apr,water produced,total amount of potable water,4,0.015344436567633672
CA0202504,2016,Apr,water produced,total amount of potable water,4,0
CA0202517,2016,Apr,water produced,total amount of potable water,4,0
CA0110016,2016,Aug,water produced,surface water,4,0
CA0202503,2016,Dec,water produced,groundwater wells,3,0.01687888022439704
CA0202506,2016,Dec,water produced,purchased or received from another pws,4,0
CA0110650,2016,Feb,water produced,surface water,4,0.26966312823959415
CA0202509,2016,Feb,water produced,surface water,4,0
CA0202503,2016,Jan,water produced,groundwater wells,3,0.01687888022439704
CA0110016,2016,Jan,water produced,purchased or received from another pws,4,14.730661679999999
CA0110019,2016,Jan,water produced,recycled,4,0
CA0202504,2016,Jan,water produced,recycled,4,0
CA0202512,2016,Jan,water produced,surface water,4,0
CA0202515,2016,Jan,water produced,surface water,4,0
CA0202503,2016,Jan,water produced,total amount of potable water,3,0.01687888022439704
CA0110016,2016,Jul,water produced,purchased or received from another pws,4,24.857991584999997
CA0202502,2016,Jul,water produced,sold to another pws,4,0
CA0110650,2016,Jun,water produced,surface water,4,0.32692856551000304
CA0110016,2016,Mar,water produced,non-potable (total excluded recycled),4,0
CA0202509,2016,Mar,water produced,purchased or received from another pws,4,0
CA0202505,2016,Mar,water produced,recycled,4,0
CA0110012,2016,May,water produced,groundwater wells,4,0
CA0202501,2016,May,water produced,groundwater wells,4,0.015344436567633672
CA0110650,2016,Nov,water produced,sold to another pws,4,0
CA0110019,2016,Oct,water produced,non-potable (total excluded recycled),4,0
CA0110016,2016,Oct,water produced,surface water,4,0
CA0202501,2016,Oct,water produced,total amount of potable water,4,0.015344436567633672
CA0202504,2016,Sep,water produced,purchased or received from another pws,4,0
CA0202503,2016,Annual,water delivered,landscape irrigation,3,0
CA0202517,2016,Annual,water delivered,landscape irrigation,4,NA
CA0202509,2016,Annual,water delivered,other,4,NA
CA0202512,2016,Annual,water delivered,other,4,NA
CA0110650,2016,Annual,water delivered,total retail,4,1.5273545270691204
CA0202509,2016,Apr,water delivered,industrial,4,NA
CA0202517,2016,Apr,water delivered,landscape irrigation,4,NA
CA0110019,2016,Apr,water delivered,multi-family residential,4,NA
CA0202504,2016,Aug,water delivered,agriculture,4,0
CA0202501,2016,Aug,water delivered,commercial/institutional,4,0
CA0202517,2016,Aug,water delivered,commercial/institutional,4,NA
CA0202501,2016,Aug,water delivered,other,4,0
CA0202515,2016,Aug,water delivered,other,4,NA
CA0202504,2016,Aug,water delivered,other pws,4,0
CA0202517,2016,Aug,water delivered,other pws,4,NA
CA0110012,2016,Dec,water delivered,landscape irrigation,4,0.01836422168414398
CA0202504,2016,Dec,water delivered,landscape irrigation,4,0
CA0202501,2016,Feb,water delivered,other pws,4,0
CA0202503,2016,Jan,water delivered,commercial/institutional,3,0
CA0202503,2016,Jan,water delivered,landscape irrigation,3,0
CA0110016,2016,Jan,water delivered,multi-family residential,4,0
CA0202506,2016,Jan,water delivered,multi-family residential,4,NA
CA0202505,2016,Jan,water delivered,other pws,4,NA
CA0202501,2016,Jan,water delivered,single-family residential,4,0
CA0202502,2016,Jan,water delivered,total retail,4,NA
CA0202504,2016,Jul,water delivered,multi-family residential,4,0
CA0110019,2016,Jun,water delivered,agriculture,4,NA
CA0202512,2016,Jun,water delivered,commercial/institutional,4,NA
CA0202505,2016,Jun,water delivered,landscape irrigation,4,NA
CA0202502,2016,Jun,water delivered,other pws,4,NA
CA0110019,2016,Mar,water delivered,agriculture,4,NA
CA0202517,2016,Mar,water delivered,agriculture,4,NA
CA0202502,2016,Mar,water delivered,commercial/institutional,4,NA
CA0202502,2016,Mar,water delivered,landscape irrigation,4,NA
CA0110016,2016,Mar,water delivered,single-family residential,4,0
CA0202504,2016,May,water delivered,commercial/institutional,4,0
CA0202501,2016,May,water delivered,industrial,4,0
CA0202505,2016,May,water delivered,total retail,4,NA
CA0202512,2016,May,water delivered,total retail,4,NA
CA0110012,2016,Nov,water delivered,agriculture,4,0
CA0202501,2016,Nov,water delivered,landscape irrigation,4,0
CA0110650,2016,Nov,water delivered,other,4,0.0750956725619992
CA0202503,2016,Nov,water delivered,other,3,0
CA0110019,2016,Nov,water delivered,single-family residential,4,NA
CA0202505,2016,Oct,water delivered,commercial/institutional,4,NA
CA0110012,2016,Oct,water delivered,industrial,4,0
CA0202517,2016,Oct,water delivered,total retail,4,NA
CA0202505,2016,Sep,water delivered,commercial/institutional,4,NA
CA0202501,2016,Sep,water delivered,landscape irrigation,4,0
CA0202515,2016,Sep,water delivered,other,4,NA
CA0202512,2016,Annual,water produced,non-potable (total excluded recycled),4,0
CA0110019,2016,Annual,water produced,recycled,4,0
CA0202509,2016,Annual,water produced,total amount of potable water,4,0
CA0202503,2016,Apr,water produced,non-potable (total excluded recycled),3,0
CA0202509,2016,Apr,water produced,non-potable (total excluded recycled),4,0
CA0202512,2016,Apr,water produced,surface water,4,0
CA0110016,2016,Apr,water produced,sold to another pws,4,0
CA0202509,2016,Aug,water produced,purchased or received from another pws,4,0
CA0202505,2016,Aug,water produced,recycled,4,0
CA0202504,2016,Aug,water produced,surface water,4,0
CA0110650,2016,Dec,water produced,groundwater wells,4,0
CA0202517,2016,Dec,water produced,purchased or received from another pws,4,0
CA0110019,2016,Dec,water produced,surface water,4,0
CA0110019,2016,Dec,water produced,sold to another pws,4,0
CA0202504,2016,Dec,water produced,total amount of potable water,4,0
CA0202506,2016,Feb,water produced,non-potable (total excluded recycled),4,0
CA0110012,2016,Feb,water produced,recycled,4,0
CA0202501,2016,Jan,water produced,purchased or received from another pws,4,0
CA0202503,2016,Jul,water produced,groundwater wells,3,0.01687888022439704
CA0202517,2016,Jul,water produced,total amount of potable water,4,0
CA0110012,2016,Jun,water produced,groundwater wells,4,0
CA0202517,2016,Jun,water produced,non-potable (total excluded recycled),4,0
CA0202512,2016,Jun,water produced,total amount of potable water,4,0
CA0202509,2016,Mar,water produced,non-potable (total excluded recycled),4,0
CA0202515,2016,Mar,water produced,non-potable (total excluded recycled),4,0
CA0202517,2016,Mar,water produced,purchased or received from another pws,4,0
CA0202502,2016,Mar,water produced,total amount of potable water,4,0
CA0110019,2016,May,water produced,groundwater wells,4,0
CA0110016,2016,May,water produced,non-potable (total excluded recycled),4,0
CA0202502,2016,May,water produced,purchased or received from another pws,4,0
CA0202504,2016,May,water produced,recycled,4,0
CA0202503,2016,Nov,water produced,non-potable (total excluded recycled),3,0
CA0110650,2016,Nov,water produced,purchased or received from another pws,4,0
CA0202509,2016,Oct,water produced,groundwater wells,4,0
CA0202502,2016,Oct,water produced,purchased or received from another pws,4,0
CA0202505,2016,Oct,water produced,total amount of potable water,4,0
CA0202503,2016,Sep,water produced,non-potable (total excluded recycled),3,0
CA0202517,2016,Sep,water produced,non-potable (total excluded recycled),4,0
CA0202506,2016,Sep,water produced,surface water,4,0
CA0202515,2016,Sep,water produced,sold to another pws,4,0
CA0110016,2016,Sep,water produced,total amount of potable water,4,24.5511028
CA0202509,2016,Sep,water produced,total amount of potable water,4,0
CA0110010,2016,Sep,water produced,recycled,43,0
CA0110006,2016,Mar,water delivered,multi-family residential,151574,261.30691425
CA0110018,2016,Sep,water delivered,multi-family residential,0,0
CA0110006,2016,Mar,water delivered,landscape irrigation,151574,28.75810863
CA0110010,2016,Annual,water delivered,landscape irrigation,43,0
CA0110018,2016,May,water produced,sold to another pws,0,0
CA0110001,2016,Mar,water delivered,industrial,348000,212.15848704
CA0110005,2016,Oct,water delivered,total retail,1400000,12662.538157885001
CA0110005,2016,Apr,water produced,total amount of potable water,1400000,11952.397509395
CA0110011,2016,Dec,water produced,groundwater wells,28782,0
CA0110008,2016,Nov,water produced,sold to another pws,74982,0
CA0110010,2016,Oct,water produced,non-potable (total excluded recycled),43,279.26879435
CA0110018,2016,Feb,water produced,sold to another pws,0,0
CA0110018,2016,Feb,water produced,total amount of potable water,0,5.752592442558102
CA0110018,2016,Jun,water produced,groundwater wells,0,39.75165336304016
CA0110001,2016,May,water delivered,commercial/institutional,348000,291.28403427
CA0110010,2016,Mar,water produced,surface water,43,1380.9995325
CA0110001,2016,Aug,water produced,sold to another pws,348000,0
CA0110018,2016,Annual,water delivered,other,0,0
CA0110005,2016,Mar,water delivered,single-family residential,1400000,4440.68071895
CA0110010,2016,Jan,water produced,total amount of potable water,43,1350.3106539999999
CA0110006,2016,May,water delivered,total retail,151574,891.80210292
CA0110010,2016,Jul,water produced,purchased or received from another pws,43,0
CA0110006,2016,May,water delivered,commercial/institutional,151574,146.59358064
CA0110008,2016,May,water delivered,multi-family residential,74982,79.88082924
CA0110008,2016,Mar,water delivered,industrial,74982,3.58816347
CA0110010,2016,Oct,water delivered,landscape irrigation,43,0
CA0110006,2016,Mar,water produced,surface water,151574,0
CA0110009,2016,May,water delivered,commercial/institutional,84174,136.5705981
CA0110008,2016,Apr,water delivered,landscape irrigation,74982,19.58453139
CA0110003,2016,Mar,water produced,recycled,58890,0
CA0110006,2016,Sep,water delivered,commercial/institutional,151574,177.65885772
CA0110005,2016,Dec,water produced,groundwater wells,1400000,0
CA0110001,2016,Jul,water delivered,landscape irrigation,348000,417.92806881
CA0110018,2016,Annual,water delivered,commercial/institutional,0,0
CA0110005,2016,Apr,water delivered,other,1400000,15.344439249999999
CA0110006,2016,Nov,water delivered,landscape irrigation,151574,255.42306078
CA0110009,2016,Jul,water produced,total amount of potable water,84174,853.703222113
CA0110003,2016,Apr,water delivered,other,58890,0.26400435
CA0110009,2016,Nov,water delivered,other pws,84174,0
CA0110010,2016,Jan,water delivered,other,43,0
CA0110009,2016,Feb,water delivered,multi-family residential,84174,129.12108405
CA0110003,2016,Aug,water produced,total amount of potable water,58890,1011.4684318906494
CA0110003,2016,Jun,water produced,purchased or received from another pws,58890,759.9792543217605
CA0110005,2016,May,water produced,total amount of potable water,1400000,14807.690765035
CA0110010,2016,Jun,water produced,total amount of potable water,43,3513.8765882499997
CA0110018,2016,Jul,water delivered,agriculture,0,0
CA0110018,2016,Jun,water delivered,other,0,0
CA0110010,2016,Jul,water delivered,single-family residential,43,0.05738819276294994
CA0110001,2016,Apr,water produced,sold to another pws,348000,0
CA0110018,2016,Mar,water produced,sold to another pws,0,0
CA0110018,2016,Apr,water produced,surface water,0,0
CA0110008,2016,Annual,water delivered,agriculture,74982,0
CA0110009,2016,Feb,water delivered,other,84174,0.12626294999999998
CA0110010,2016,May,water delivered,agriculture,43,612.999892588944
CA0110008,2016,Sep,water produced,non-potable (total excluded recycled),74982,0
CA0110001,2016,Aug,water delivered,single-family residential,348000,1998.01706046
CA0110018,2016,Sep,water produced,total amount of potable water,0,43.45204403239517
CA0110003,2016,Dec,water delivered,agriculture,58890,0
CA0110008,2016,Dec,water produced,non-potable (total excluded recycled),74982,0
CA0110001,2016,Jan,water produced,non-potable (total excluded recycled),348000,0
CA0110003,2016,Dec,water delivered,other,58890,0.19972503
CA0110018,2016,Apr,water delivered,single-family residential,0,0
CA0110011,2016,May,water delivered,agriculture,28782,0
CA0110018,2016,Aug,water delivered,industrial,0,0
CA0110001,2016,Mar,water delivered,landscape irrigation,348000,54.76138926
CA0110011,2016,Oct,water produced,groundwater wells,28782,0
CA0110006,2016,Annual,water delivered,multi-family residential,151574,3076.93855959
CA0110003,2016,Feb,water produced,sold to another pws,58890,0
CA0110010,2016,Jun,water delivered,other,43,0
CA0110005,2016,Sep,water delivered,industrial,1400000,1549.7883642499999
CA0110018,2016,Annual,water produced,sold to another pws,0,0
CA0110003,2016,Annual,water produced,purchased or received from another pws,58890,5203.074411310691
CA0110001,2016,Dec,water produced,sold to another pws,348000,0
CA0110008,2016,Dec,water produced,total amount of potable water,74982,589.30318939625
CA0110008,2016,Feb,water delivered,other,74982,0
CA0110005,2016,Oct,water produced,surface water,1400000,14495.891759475
CA0202512,2015,Oct,water produced,surface water,4,NA
CA0202505,2015,Sep,water produced,purchased or received from another pws,4,NA
CA0202512,2015,Sep,water produced,surface water,4,NA
CA0202515,2015,Annual,water delivered,multi-family residential,4,NA
CA0202515,2015,Annual,water delivered,total retail,4,NA
CA0202515,2015,Apr,water delivered,landscape irrigation,4,NA
CA0202503,2015,Apr,water delivered,other,3,NA
CA0202509,2015,Apr,water delivered,other,4,NA
CA0202517,2015,Apr,water delivered,other,4,NA
CA0202501,2015,Apr,water delivered,other pws,4,NA
CA0202505,2015,Aug,water delivered,landscape irrigation,4,NA
CA0202515,2015,Aug,water delivered,multi-family residential,4,NA
CA0110650,2015,Dec,water delivered,agriculture,4,NA
CA0202503,2015,Dec,water delivered,agriculture,3,NA
CA0202509,2015,Dec,water delivered,agriculture,4,NA
CA0202512,2015,Dec,water delivered,agriculture,4,NA
CA0110650,2015,Dec,water delivered,landscape irrigation,4,NA
CA0202512,2015,Feb,water delivered,agriculture,4,NA
CA0202505,2015,Feb,water delivered,industrial,4,NA
CA0110012,2015,Feb,water delivered,multi-family residential,4,0.07575241444709392
CA0110650,2015,Feb,water delivered,total retail,4,0.0796069369128835
CA0110019,2015,Jan,water delivered,other pws,4,NA
CA0202504,2015,Jan,water delivered,single-family residential,3,NA
CA0202509,2015,Jul,water delivered,agriculture,4,NA
CA0110016,2015,Jul,water delivered,commercial/institutional,4,NA
CA0110650,2015,Jul,water delivered,industrial,4,NA
CA0110016,2015,Jul,water delivered,landscape irrigation,4,NA
CA0202505,2015,Jul,water delivered,other pws,4,NA
CA0202502,2015,Jul,water delivered,total retail,4,NA
CA0202517,2015,Jun,water delivered,agriculture,4,NA
CA0110016,2015,Jun,water delivered,commercial/institutional,4,NA
CA0202515,2015,Jun,water delivered,commercial/institutional,4,NA
CA0202502,2015,Jun,water delivered,industrial,4,NA
CA0202517,2015,Jun,water delivered,other,4,NA
CA0202501,2015,Mar,water delivered,agriculture,4,NA
CA0202505,2015,Mar,water delivered,industrial,4,NA
CA0202502,2015,Mar,water delivered,landscape irrigation,4,NA
CA0202509,2015,Mar,water delivered,landscape irrigation,4,NA
CA0202501,2015,Mar,water delivered,other,4,NA
CA0110016,2015,May,water delivered,commercial/institutional,4,NA
CA0202509,2015,May,water delivered,commercial/institutional,4,NA
CA0202515,2015,May,water delivered,industrial,4,NA
CA0202503,2015,May,water delivered,landscape irrigation,3,NA
CA0110016,2015,May,water delivered,single-family residential,4,NA
CA0202503,2015,Nov,water delivered,industrial,3,NA
CA0202517,2015,Nov,water delivered,industrial,4,NA
CA0202501,2015,Oct,water delivered,other,4,NA
CA0202512,2015,Oct,water delivered,total retail,4,NA
CA0110012,2015,Sep,water delivered,other pws,4,NA
CA0202501,2015,Sep,water delivered,other pws,4,NA
CA0110650,2015,Apr,water produced,groundwater wells,4,NA
CA0202505,2015,Apr,water produced,purchased or received from another pws,4,NA
CA0202503,2015,Aug,water produced,groundwater wells,3,NA
CA0202502,2015,Aug,water produced,non-potable (total excluded recycled),4,NA
CA0202505,2015,Feb,water produced,purchased or received from another pws,4,NA
CA0202505,2015,Feb,water produced,recycled,4,NA
CA0202517,2015,Feb,water produced,recycled,4,NA
CA0110012,2015,Jan,water produced,non-potable (total excluded recycled),4,NA
CA0110019,2015,Jan,water produced,surface water,4,NA
CA0202515,2015,Jan,water produced,surface water,4,NA
CA0202502,2015,Jul,water produced,purchased or received from another pws,4,NA
CA0110012,2015,Jul,water produced,surface water,4,NA
CA0202509,2015,Jul,water produced,surface water,4,NA
CA0110016,2015,Jul,water produced,sold to another pws,4,NA
CA0110019,2015,Jun,water produced,recycled,4,NA
CA0202517,2015,Mar,water produced,purchased or received from another pws,4,NA
CA0202504,2015,Mar,water produced,recycled,3,NA
CA0110019,2015,Mar,water produced,surface water,4,NA
CA0202504,2015,Mar,water produced,surface water,3,NA
CA0202502,2015,Nov,water produced,non-potable (total excluded recycled),4,NA
CA0202501,2015,Oct,water produced,non-potable (total excluded recycled),4,NA
CA0110019,2015,Oct,water produced,surface water,4,NA
CA0202504,2015,Sep,water produced,surface water,3,NA
CA0110019,2015,Annual,water delivered,agriculture,4,NA
CA0202505,2015,Annual,water delivered,commercial/institutional,4,NA
CA0202502,2015,Annual,water delivered,landscape irrigation,4,NA
CA0202515,2015,Annual,water delivered,other,4,NA
CA0202502,2015,Apr,water delivered,landscape irrigation,4,NA
CA0202517,2015,Apr,water delivered,multi-family residential,4,NA
CA0202505,2015,Apr,water delivered,total retail,4,NA
CA0202502,2015,Aug,water delivered,commercial/institutional,4,NA
CA0110016,2015,Aug,water delivered,industrial,4,NA
CA0110012,2015,Aug,water delivered,landscape irrigation,4,0.13084507949952587
CA0202503,2015,Aug,water delivered,other,3,NA
CA0202515,2015,Aug,water delivered,other,4,NA
CA0202517,2015,Aug,water delivered,other pws,4,NA
CA0202505,2015,Aug,water delivered,single-family residential,4,NA
CA0202501,2015,Aug,water delivered,total retail,4,NA
CA0202504,2015,Aug,water delivered,total retail,3,NA
CA0202512,2015,Dec,water delivered,single-family residential,4,NA
CA0110012,2015,Feb,water delivered,other pws,4,NA
CA0202515,2015,Feb,water delivered,other pws,4,NA
CA0202517,2015,Jan,water delivered,single-family residential,4,NA
CA0110016,2015,Jan,water delivered,total retail,4,25.164880369999995
CA0110019,2015,Jan,water delivered,total retail,4,NA
