org_id,supplier_name,year,month,is_annual,is_wscp_action,shortage_surplus_acre_feet,shortage_surplus_percent,state_standard_shortage_level,benefit_demand_reduction_acre_feet,benefit_supply_augmentation_acre_feet
30,alhambra  city of,2022,dec,FALSE,FALSE,-50,-6.32911392405063,1,NA,NA
30,alhambra  city of,2023,jan,FALSE,FALSE,110,19.2982456140351,0,NA,NA
30,alhambra  city of,2023,feb,FALSE,FALSE,-25,-3.54609929078014,1,NA,NA
30,alhambra  city of,2023,mar,FALSE,FALSE,130,23.6363636363636,0,NA,NA
30,alhambra  city of,2023,apr,FALSE,FALSE,-50,-6.84931506849315,1,NA,NA
30,alhambra  city of,2023,may,FALSE,FALSE,165,26.4,0,NA,NA
30,alhambra  city of,2023,jun,FALSE,FALSE,-5,-0.591715976331361,1,NA,NA
30,alhambra  city of,2022,annual,TRUE,FALSE,435,4.84140233722871,0,NA,NA
55,amador water agency,2022,jul,FALSE,FALSE,586.1,95.4404820061879,0,NA,NA
55,amador water agency,2022,aug,FALSE,FALSE,471.7,73.7492182614134,0,NA,NA
55,amador water agency,2022,sep,FALSE,FALSE,509.1,85.563025210084,0,NA,NA
55,amador water agency,2022,oct,FALSE,FALSE,621.7,126.028785728765,0,NA,NA
55,amador water agency,2022,nov,FALSE,FALSE,737,182.11020509019,0,NA,NA
55,amador water agency,2022,dec,FALSE,FALSE,905.8,299.933774834437,0,NA,NA
55,amador water agency,2023,jan,FALSE,FALSE,952.4,314.012528849324,0,NA,NA
55,amador water agency,2023,feb,FALSE,FALSE,1034.4,386.547085201794,0,NA,NA
55,amador water agency,2023,mar,FALSE,FALSE,996,335.353535353535,0,NA,NA
55,amador water agency,2023,apr,FALSE,FALSE,972.4,298.00796812749,0,NA,NA
55,amador water agency,2023,may,FALSE,FALSE,863.5,208.625271804784,0,NA,NA
55,amador water agency,2023,jun,FALSE,FALSE,651.6,108.63621207069,0,NA,NA
55,amador water agency,2022,annual,TRUE,FALSE,9301.7,176.952783167827,0,NA,NA
57,american canyon  city of,2022,jul,FALSE,FALSE,1,0.314465408805031,0,NA,NA
57,american canyon  city of,2022,aug,FALSE,FALSE,27,8.88157894736842,0,NA,NA
57,american canyon  city of,2022,sep,FALSE,FALSE,50,17.7935943060498,0,NA,NA
57,american canyon  city of,2022,oct,FALSE,FALSE,74,28.7937743190661,0,NA,NA
57,american canyon  city of,2022,nov,FALSE,FALSE,42,22.7027027027027,0,NA,NA
57,american canyon  city of,2022,dec,FALSE,FALSE,60,35.9281437125749,0,NA,NA
57,american canyon  city of,2023,jan,FALSE,FALSE,42,23.0769230769231,0,NA,NA
57,american canyon  city of,2023,feb,FALSE,FALSE,54,33.5403726708075,0,NA,NA
57,american canyon  city of,2023,mar,FALSE,FALSE,39,22.1590909090909,0,NA,NA
57,american canyon  city of,2023,apr,FALSE,FALSE,64,25.0980392156863,0,NA,NA
57,american canyon  city of,2023,may,FALSE,FALSE,60,23.1660231660232,0,NA,NA
57,american canyon  city of,2023,jun,FALSE,FALSE,54,20.377358490566,0,NA,NA
57,american canyon  city of,2022,annual,TRUE,FALSE,567,20.1779359430605,0,NA,NA
64,anaheim  city of,2022,jul,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2022,aug,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2022,sep,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2022,oct,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2022,nov,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2022,dec,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2023,jan,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2023,feb,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2023,mar,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2023,apr,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2023,may,FALSE,FALSE,0,NA,0,NA,NA
64,anaheim  city of,2023,jun,FALSE,FALSE,0,0,0,NA,NA
64,anaheim  city of,2022,annual,TRUE,FALSE,0,0,0,NA,NA
66,anderson  city of,2022,jul,FALSE,FALSE,24.26,22.6095060577819,0,NA,NA
66,anderson  city of,2022,aug,FALSE,FALSE,2.26,1.86776859504132,0,NA,NA
66,anderson  city of,2022,sep,FALSE,FALSE,9.25,9.09448431815947,0,NA,NA
66,anderson  city of,2022,oct,FALSE,FALSE,1.01,1.18837510295329,0,NA,NA
66,anderson  city of,2022,nov,FALSE,FALSE,9.38,13.871635610766,0,NA,NA
66,anderson  city of,2022,dec,FALSE,FALSE,5.78,16.1587922840369,0,NA,NA
66,anderson  city of,2023,jan,FALSE,FALSE,4.7,12.5534188034188,0,NA,NA
66,anderson  city of,2023,feb,FALSE,FALSE,19.59,61.9740588421386,0,NA,NA
66,anderson  city of,2023,mar,FALSE,FALSE,7.37,17.2075647910343,0,NA,NA
66,anderson  city of,2023,apr,FALSE,FALSE,31.63,78.0409573155687,0,NA,NA
66,anderson  city of,2023,may,FALSE,FALSE,31.1,43.0747922437673,0,NA,NA
66,anderson  city of,2023,jun,FALSE,FALSE,39.12,45.0795114081586,0,NA,NA
66,anderson  city of,2022,annual,TRUE,FALSE,185.45,22.3492974041312,0,NA,NA
79,antelope valley - east kern water agency,2022,jul,FALSE,FALSE,-236,-4.96424063946151,1,NA,NA
79,antelope valley - east kern water agency,2022,aug,FALSE,FALSE,-578,-11.6040955631399,2,NA,NA
79,antelope valley - east kern water agency,2022,sep,FALSE,FALSE,-1496,-37.6731301939058,4,NA,NA
79,antelope valley - east kern water agency,2022,oct,FALSE,FALSE,-1281,-40.093896713615,5,NA,NA
79,antelope valley - east kern water agency,2022,nov,FALSE,FALSE,-1046,-41.0035280282242,5,NA,NA
79,antelope valley - east kern water agency,2022,dec,FALSE,FALSE,-1105,-45.4358552631579,5,NA,NA
79,antelope valley - east kern water agency,2023,jan,FALSE,FALSE,524,33.8939197930142,0,NA,NA
79,antelope valley - east kern water agency,2023,feb,FALSE,FALSE,53,2.39819004524887,0,NA,NA
79,antelope valley - east kern water agency,2023,mar,FALSE,FALSE,25,0.937382827146607,0,NA,NA
79,antelope valley - east kern water agency,2023,apr,FALSE,FALSE,-19,-0.75069142631371,1,NA,NA
79,antelope valley - east kern water agency,2023,may,FALSE,FALSE,-551,-15.595810925559,2,NA,NA
79,antelope valley - east kern water agency,2023,jun,FALSE,FALSE,-897,-19.9866310160428,2,NA,NA
79,antelope valley - east kern water agency,2022,annual,TRUE,FALSE,-6607,-17.0024962042255,2,NA,NA
82,antioch  city of,2022,jul,FALSE,FALSE,-73.64,-12.7532818399086,2,NA,NA
82,antioch  city of,2022,aug,FALSE,FALSE,-43.24,-7.82751941492732,1,NA,NA
82,antioch  city of,2022,sep,FALSE,FALSE,-58.83,-11.714922935999,2,NA,NA
82,antioch  city of,2022,oct,FALSE,FALSE,-25.76,-5.88880760790051,1,NA,NA
82,antioch  city of,2022,nov,FALSE,FALSE,6.95,2.21358728540943,0,NA,NA
82,antioch  city of,2022,dec,FALSE,FALSE,-31.05,-10.3479304139172,2,NA,NA
82,antioch  city of,2023,jan,FALSE,FALSE,118,40.1962120179861,0,NA,NA
82,antioch  city of,2023,feb,FALSE,FALSE,-20.48,-7.12694877505568,1,NA,NA
82,antioch  city of,2023,mar,FALSE,FALSE,-76.98,-21.2440666740258,3,NA,NA
82,antioch  city of,2023,apr,FALSE,FALSE,-59.59,-16.1718410768563,2,NA,NA
82,antioch  city of,2023,may,FALSE,FALSE,-137.98,-27.0888958693262,3,NA,NA
82,antioch  city of,2023,jun,FALSE,FALSE,-54.8,-10.2575621443546,2,NA,NA
82,antioch  city of,2022,annual,TRUE,FALSE,-457.4,-9.07748608806789,1,NA,NA
87,apple valley ranchos water company,2022,jul,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2022,aug,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2022,sep,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2022,oct,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2022,nov,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2022,dec,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2023,jan,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2023,feb,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2023,mar,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2023,apr,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2023,may,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2023,jun,FALSE,FALSE,0,0,0,NA,NA
87,apple valley ranchos water company,2022,annual,TRUE,FALSE,0,0,0,NA,NA
93,arcadia  city of,2022,jul,FALSE,FALSE,1,0.064143681847338,0,NA,NA
93,arcadia  city of,2022,aug,FALSE,FALSE,0.71,0.0461251616004781,0,NA,NA
93,arcadia  city of,2022,sep,FALSE,FALSE,0.63,0.042413674707312,0,NA,NA
93,arcadia  city of,2022,oct,FALSE,FALSE,0.86,0.0691796579629004,0,NA,NA
93,arcadia  city of,2022,nov,FALSE,FALSE,0.84,0.0738682331422139,0,NA,NA
93,arcadia  city of,2022,dec,FALSE,FALSE,1,0.119331742243437,0,NA,NA
93,arcadia  city of,2023,jan,FALSE,FALSE,0.04,0.00475646879756469,0,NA,NA
93,arcadia  city of,2023,feb,FALSE,FALSE,0.64,0.0690131124913734,0,NA,NA
93,arcadia  city of,2023,mar,FALSE,FALSE,0.66,0.0588581518540318,0,NA,NA
93,arcadia  city of,2023,apr,FALSE,FALSE,0.29,0.0268094036294386,0,NA,NA
93,arcadia  city of,2023,may,FALSE,FALSE,1,0.0766283524904215,0,NA,NA
93,arcadia  city of,2023,jun,FALSE,FALSE,1,0.0690131124913734,0,NA,NA
93,arcadia  city of,2022,annual,TRUE,FALSE,8.67,0.059680615777297,0,NA,NA
94,arcata  city of,2022,jul,FALSE,FALSE,49.91,100.828282828283,0,NA,NA
94,arcata  city of,2022,aug,FALSE,FALSE,53.71,117.527352297593,0,NA,NA
94,arcata  city of,2022,sep,FALSE,FALSE,52.61,112.41452991453,0,NA,NA
94,arcata  city of,2022,oct,FALSE,FALSE,49.81,100.423387096774,0,NA,NA
94,arcata  city of,2022,nov,FALSE,FALSE,55.21,124.909502262443,0,NA,NA
94,arcata  city of,2022,dec,FALSE,FALSE,53.01,114.245689655172,0,NA,NA
94,arcata  city of,2023,jan,FALSE,FALSE,49.01,97.2420634920635,0,NA,NA
94,arcata  city of,2023,feb,FALSE,FALSE,45.21,83.4132841328413,0,NA,NA
94,arcata  city of,2023,mar,FALSE,FALSE,47.51,91.5414258188825,0,NA,NA
94,arcata  city of,2023,apr,FALSE,FALSE,39.21,65.1328903654485,0,NA,NA
94,arcata  city of,2023,may,FALSE,FALSE,43.11,76.5719360568384,0,NA,NA
94,arcata  city of,2023,jun,FALSE,FALSE,48.81,96.4624505928854,0,NA,NA
94,arcata  city of,2022,annual,TRUE,FALSE,587.12,96.9164740838561,0,NA,NA
99,arroyo grande  city of,2022,jul,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2022,aug,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2022,sep,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2022,oct,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2022,nov,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2022,dec,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2023,jan,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2023,feb,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2023,mar,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2023,apr,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2023,may,FALSE,FALSE,0,NA,0,NA,NA
99,arroyo grande  city of,2023,jun,FALSE,FALSE,0,0,0,NA,NA
99,arroyo grande  city of,2022,annual,TRUE,FALSE,0,0,0,NA,NA
107,atascadero mutual water company,2022,jul,FALSE,FALSE,38.9,19.537920642893,0,NA,NA
107,atascadero mutual water company,2022,aug,FALSE,FALSE,30.7,15.1754819574889,0,NA,NA
107,atascadero mutual water company,2022,sep,FALSE,FALSE,60.6,32.6860841423948,0,NA,NA
107,atascadero mutual water company,2022,oct,FALSE,FALSE,71.6,44.918444165621104,0,NA,NA
107,atascadero mutual water company,2022,nov,FALSE,FALSE,106.9,88.2741535920727,0,NA,NA
107,atascadero mutual water company,2022,dec,FALSE,FALSE,146.7,169.988412514484,0,NA,NA
107,atascadero mutual water company,2023,jan,FALSE,FALSE,195.1,235.343787696019,0,NA,NA
107,atascadero mutual water company,2023,feb,FALSE,FALSE,170.8,200.469483568075,0,NA,NA
107,atascadero mutual water company,2023,mar,FALSE,FALSE,152.2,165.795206971678,0,NA,NA
107,atascadero mutual water company,2023,apr,FALSE,FALSE,122.8,100.490998363339,0,NA,NA
107,atascadero mutual water company,2023,may,FALSE,FALSE,83.5,53.3546325878594,0,NA,NA
107,atascadero mutual water company,2023,jun,FALSE,FALSE,53.2,28.7878787878788,0,NA,NA
107,atascadero mutual water company,2022,annual,TRUE,FALSE,1233,73.5241502683363,0,NA,NA
110,atwater  city of,2022,jul,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2022,aug,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2022,sep,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2022,oct,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2022,nov,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2022,dec,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2023,jan,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2023,feb,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2023,mar,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2023,apr,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2023,may,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2023,jun,FALSE,FALSE,0,0,0,NA,NA
110,atwater  city of,2022,annual,TRUE,FALSE,0,0,0,NA,NA
117,azusa light and water,2022,jul,FALSE,FALSE,1076.67,57.6699965183856,0,NA,NA
117,azusa light and water,2022,aug,FALSE,FALSE,952.94,51.0732489026331,0,NA,NA
117,azusa light and water,2022,sep,FALSE,FALSE,851.98,48.672055757091,0,NA,NA
117,azusa light and water,2022,oct,FALSE,FALSE,790.8,48.287821796688,0,NA,NA
117,azusa light and water,2022,nov,FALSE,FALSE,728.43,50.3678555129925,0,NA,NA
117,azusa light and water,2022,dec,FALSE,FALSE,586.03,44.6427619199976,0,NA,NA
117,azusa light and water,2023,jan,FALSE,FALSE,754.65,59.6740522844807,0,NA,NA
117,azusa light and water,2023,feb,FALSE,FALSE,594.48,49.2596306024875,0,NA,NA
117,azusa light and water,2023,mar,FALSE,FALSE,702,51.4772202301076,0,NA,NA
117,azusa light and water,2023,apr,FALSE,FALSE,758.67,53.9188094324336,0,NA,NA
117,azusa light and water,2023,may,FALSE,FALSE,841.28,53.6147649638014,0,NA,NA
117,azusa light and water,2023,jun,FALSE,FALSE,1271.39,72.6716204629894,0,NA,NA
117,azusa light and water,2022,annual,TRUE,FALSE,9909.32,53.736196279096,0,NA,NA
123,bakersfield  city of,2022,jul,FALSE,FALSE,-581,-10.0034435261708,2,NA,NA
123,bakersfield  city of,2022,aug,FALSE,FALSE,-629,-10.0063633471206,2,NA,NA
123,bakersfield  city of,2022,sep,FALSE,FALSE,-577,-10,1,NA,NA
123,bakersfield  city of,2022,oct,FALSE,FALSE,-490,-10,1,NA,NA
123,bakersfield  city of,2022,nov,FALSE,FALSE,-410,-9.9975615703487,1,NA,NA
123,bakersfield  city of,2022,dec,FALSE,FALSE,-319,-9.9937343358396,1,NA,NA
123,bakersfield  city of,2023,jan,FALSE,FALSE,-233,-9.99570999571,1,NA,NA
123,bakersfield  city of,2023,feb,FALSE,FALSE,-213,-9.985935302391,1,NA,NA
123,bakersfield  city of,2023,mar,FALSE,FALSE,-232,-10.0086281276963,2,NA,NA
123,bakersfield  city of,2023,apr,FALSE,FALSE,-275,-10,1,NA,NA
123,bakersfield  city of,2023,may,FALSE,FALSE,-374,-10.0026745119016,2,NA,NA
123,bakersfield  city of,2023,jun,FALSE,FALSE,-510,-10,1,NA,NA
123,bakersfield  city of,2022,annual,TRUE,FALSE,-4843,-10.000412984224,2,NA,NA
124,bakman water company,2022,jul,FALSE,FALSE,89,68.9922480620155,0,NA,NA
124,bakman water company,2022,aug,FALSE,FALSE,76,53.5211267605634,0,NA,NA
124,bakman water company,2022,sep,FALSE,FALSE,97,80.1652892561983,0,NA,NA
124,bakman water company,2022,oct,FALSE,FALSE,108,98.1818181818182,0,NA,NA
124,bakman water company,2022,nov,FALSE,FALSE,144,194.594594594595,0,NA,NA
124,bakman water company,2022,dec,FALSE,FALSE,162,289.285714285714,0,NA,NA
124,bakman water company,2023,jan,FALSE,FALSE,155,246.031746031746,0,NA,NA
124,bakman water company,2023,feb,FALSE,FALSE,152,230.30303030303,0,NA,NA
124,bakman water company,2023,mar,FALSE,FALSE,145,198.630136986301,0,NA,NA
124,bakman water company,2023,apr,FALSE,FALSE,147,207.042253521127,0,NA,NA
124,bakman water company,2023,may,FALSE,FALSE,109,100,0,NA,NA
124,bakman water company,2023,jun,FALSE,FALSE,97,80.1652892561983,0,NA,NA
124,bakman water company,2022,annual,TRUE,FALSE,1481,130.484581497797,0,NA,NA
129,banning  city of,2022,jul,FALSE,FALSE,229.68,25.053449103364,0,NA,NA
129,banning  city of,2022,aug,FALSE,FALSE,33.98,3.34567366389666,0,NA,NA
129,banning  city of,2022,sep,FALSE,FALSE,0.62,0.0698308291847814,0,NA,NA
129,banning  city of,2022,oct,FALSE,FALSE,101.04,16.0605289928789,0,NA,NA
129,banning  city of,2022,nov,FALSE,FALSE,89.34,14.5320277172322,0,NA,NA
129,banning  city of,2022,dec,FALSE,FALSE,8.27,1.49323799721936,0,NA,NA
129,banning  city of,2023,jan,FALSE,FALSE,141.56,31.1100367008769,0,NA,NA
129,banning  city of,2023,feb,FALSE,FALSE,156.79,35.6324712513068,0,NA,NA
129,banning  city of,2023,mar,FALSE,FALSE,210.32,46.0087939973312,0,NA,NA
129,banning  city of,2023,apr,FALSE,FALSE,261.15,55.3823641684693,0,NA,NA
129,banning  city of,2023,may,FALSE,FALSE,257.81,39.7407241841752,0,NA,NA
129,banning  city of,2023,jun,FALSE,FALSE,577.73,118.630390143737,0,NA,NA
129,banning  city of,2022,annual,TRUE,FALSE,2068.29,27.2953662450643,0,NA,NA
159,beaumont - cherry valley water district,2022,jul,FALSE,FALSE,-379,-31.3223140495868,4,NA,NA
159,beaumont - cherry valley water district,2022,aug,FALSE,FALSE,-359,-28.1347962382445,3,NA,NA
159,beaumont - cherry valley water district,2022,sep,FALSE,FALSE,-460,-31.1020960108181,4,NA,NA
159,beaumont - cherry valley water district,2022,oct,FALSE,FALSE,-353,-28.9581624282199,3,NA,NA
159,beaumont - cherry valley water district,2022,nov,FALSE,FALSE,-363,-31.0521813515826,4,NA,NA
159,beaumont - cherry valley water district,2022,dec,FALSE,FALSE,-268,-29.035752979415,3,NA,NA
159,beaumont - cherry valley water district,2023,jan,FALSE,FALSE,-254,-31.2423124231242,4,NA,NA
159,beaumont - cherry valley water district,2023,feb,FALSE,FALSE,-113,-16.1428571428571,2,NA,NA
159,beaumont - cherry valley water district,2023,mar,FALSE,FALSE,-78,-11.6766467065868,2,NA,NA
159,beaumont - cherry valley water district,2023,apr,FALSE,FALSE,-35,-5.37634408602151,1,NA,NA
159,beaumont - cherry valley water district,2023,may,FALSE,FALSE,-259,-31.4320388349515,4,NA,NA
159,beaumont - cherry valley water district,2023,jun,FALSE,FALSE,-293,-27.9047619047619,3,NA,NA
159,beaumont - cherry valley water district,2022,annual,TRUE,FALSE,-3214,-26.8235686863629,3,NA,NA
167,bella vista water district,2022,jul,FALSE,FALSE,-1676,-92.4434638720353,6,NA,NA
167,bella vista water district,2022,aug,FALSE,FALSE,-1575,-92.0514319111631,6,NA,NA
167,bella vista water district,2022,sep,FALSE,FALSE,-1284,-94.760147601476,6,NA,NA
167,bella vista water district,2022,oct,FALSE,FALSE,-947,-94.0417080436941,6,NA,NA
167,bella vista water district,2022,nov,FALSE,FALSE,-529,-97.0642201834862,6,NA,NA
167,bella vista water district,2022,dec,FALSE,FALSE,-285,-95.3177257525084,6,NA,NA
167,bella vista water district,2023,jan,FALSE,FALSE,-222,-94.468085106383,6,NA,NA
167,bella vista water district,2023,feb,FALSE,FALSE,-281,-95.9044368600683,6,NA,NA
167,bella vista water district,2023,mar,FALSE,FALSE,-226,-72.2044728434505,6,NA,NA
167,bella vista water district,2023,apr,FALSE,FALSE,-439,-85.2427184466019,6,NA,NA
167,bella vista water district,2023,may,FALSE,FALSE,-905,-96.9989281886388,6,NA,NA
167,bella vista water district,2023,jun,FALSE,FALSE,-1353,-98.1857764876633,6,NA,NA
167,bella vista water district,2022,annual,TRUE,FALSE,-9722,-93.5077426180629,6,NA,NA
170,bellflower - somerset mutual water company,2022,jul,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2022,aug,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2022,sep,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2022,oct,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2022,nov,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2022,dec,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2023,jan,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2023,feb,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2023,mar,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2023,apr,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2023,may,FALSE,FALSE,0,NA,0,NA,NA
170,bellflower - somerset mutual water company,2023,jun,FALSE,FALSE,1222.5,18.5733819507748,0,NA,NA
170,bellflower - somerset mutual water company,2022,annual,TRUE,FALSE,1222.5,18.5733819507748,0,NA,NA
178,benicia  city of,2022,jul,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2022,aug,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2022,sep,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2022,oct,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2022,nov,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2022,dec,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2023,jan,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2023,feb,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2023,mar,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2023,apr,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2023,may,FALSE,FALSE,0,NA,0,NA,NA
178,benicia  city of,2023,jun,FALSE,FALSE,0,0,0,NA,NA
178,benicia  city of,2022,annual,TRUE,FALSE,0,0,0,NA,NA
193,beverly hills  city of,2022,jul,FALSE,FALSE,0,NA,0,NA,NA
