org_id,supplier_name,year,water_use_acre_feet,water_supplies_acre_feet,benefit_supply_augmentation_acre_feet,benefit_demand_reduction_acre_feet
420,california water service company mid peninsula,2024,15008,7954,0,7054
412,california water service company oroville,2024,2844,2844,NA,NA
413,california water service company palos verdes,2024,18477,18477,NA,NA
416,california water service company redwood valley,2024,380,380,NA,NA
417,california water service company salinas district,2024,17424,17424,NA,NA
421,california water service company selma,2024,4701,4701,NA,NA
422,california water service company south san francisco,2024,7871,4892,0,2979
424,california water service company stockton,2024,24782,24782,NA,NA
427,california water service company visalia,2024,32954,32954,NA,NA
428,california water service company westlake,2024,7673,7673,NA,NA
429,california water service company willows,2024,1563,1563,NA,NA
433,calleguas municipal water district,2024,83598,111098,NA,NA
443,camarillo  city of,2024,6743,12420,0,0
445,cambria community service district,2024,580,467,0,116
467,camrosa water district,2024,15723,26800,NA,NA
478,carlsbad municipal water district,2024,21231,21231,0,0
481,carmichael water district,2024,9299,43920,NA,NA
485,carpinteria valley water district,2024,4000,3545,0,1200
495,casitas municipal water district,2024,14525,10626,0,3899
1050,casitas municipal water district - ojai,2024,1850,1663,NA,187
510,central basin municipal water district,2024,259804,308033,0,0
514,central coast water authority,2024,10997,10997,0,0
522,ceres  city of,2024,2906,8258,NA,NA
524,cerritos  city of,2024,13025,11817,0,1208
545,chino  city of,2024,23668,22869,0,799
546,chino basin desalter authority,2024,40000,40000,0,0
547,chino hills  city of,2024,16837,29526,NA,NA
2979,"chowchilla, city of water department",2024,1023,3532,NA,NA
561,citrus heights water district,2024,10023,10023,NA,NA
572,cloverdale  city of,2024,482,432,NA,72
574,clovis  city of,2024,35339,34537,0,5511
575,coachella  city of,2024,10138,10138,NA,NA
577,coachella valley water district,2024,131511,131511,NA,NA
578,coalinga  city of,2024,1437,1660,NA,NA
583,coastside county water district,2024,706,304,0,402
596,colton  city of,2024,10621,12214,NA,NA
607,compton  city of,2024,6639,7580,NA,NA
613,contra costa water district,2024,126300,125700,NA,600
618,corcoran  city of,2024,6181,6866,NA,NA
624,corona  city of,2024,42509,43955,NA,NA
644,covina  city of,2024,5572,5396,0,176
649,crescent city,2024,811,811,NA,NA
651,crescenta valley community water district,2024,3966,5748,0,0
654,crestline village water district,2024,220464,326927,NA,NA
664,cucamonga valley water district,2024,51822,48950,0,2872
673,daly city,2024,2142,2026,NA,116
678,davis  city of,2024,12453,19762,NA,NA
699,del oro water company,2024,421157,551279,NA,NA
711,delano  city of,2024,13595,13595,0,0
727,desert water agency,2024,39084,39084,NA,NA
731,diablo water district,2024,2485,3678,NA,NA
737,dinuba  city of,2024,1812,1540,0,272
739,discovery bay community services district,2024,1349,2500,NA,NA
2998,dixon  city of,2024,900,900,NA,NA
748,downey  city of,2024,16973,15768,0,1205
759,dublin san ramon services district,2024,14704,14704,NA,NA
775,east bay municipal utility district,2024,66065,64240,NA,1825
784,east niles community services district,2024,9079,9079,0,0
785,east orange county water district,2024,890,890,0,0
787,east palo alto  city of,2024,687,341,131.4,215
793,east valley water district,2024,21380,24587,NA,NA
794,eastern municipal water district,2024,209400,209400,NA,16000
814,el centro  city of,2024,7605,7605,0,0
816,el dorado irrigation district,2024,40270,55300,NA,NA
821,el monte  city of,2024,2694,2694,NA,NA
827,el segundo  city of,2024,5444,4735,709,NA
830,el toro water district,2024,9458,9458,0,0
835,elk grove water district,2024,7540,13000,NA,NA
842,elsinore valley municipal water district,2024,28474,35611,NA,NA
851,escondido  city of,2024,25309,25309,0,0
856,estero municipal improvement district,2024,1614,873,0,741
859,eureka  city of,2024,1012,2555,NA,NA
866,fair oaks water district,2024,11508,23718,NA,NA
867,fairfield  city of,2024,7046,12335,NA,NA
873,fallbrook public utility district,2024,11080,11080,NA,NA
890,fillmore  city of,2024,1851,6590,NA,NA
904,folsom  city of,2024,20394,34470,NA,NA
909,foothill municipal water district,2024,8731,11773,0,0
920,fortuna  city of,2024,455,455,NA,NA
924,fountain valley  city of,2024,10563,10563,0,0
934,fresno  city of,2024,151432,178164,0,0
967,fullerton  city of,2024,26801,26801,0,0
972,galt  city of,2024,5528,5528,NA,NA
977,garden grove  city of,2024,23814,23814,0,0
990,georgetown divide public utility district,2024,9258,11890,0,3457
995,gilroy  city of,2024,10116,18754,NA,NA
1004,glendale  city of,2024,21543,10876,6358,4309
1005,glendora  city of,2024,11771,10674,0,1097
1029,golden state water company - artesia,2024,5611,5611,NA,NA
1030,golden state water company - barstow,2024,5417,16568,NA,NA
1031,golden state water company - bay point,2024,1945,1945,NA,NA
1032,golden state water company - bell-bell gardens,2024,5093,5093,NA,NA
1034,golden state water company - claremont,2024,12470,11052,0,1418
1036,golden state water company - cordova,2024,14891,14891,NA,NA
1038,golden state water company - culver city,2024,5484,5484,NA,NA
1041,golden state water company - florence graham,2024,5306,5306,NA,NA
1049,golden state water company - norwalk,2024,4801,4801,NA,NA
1052,golden state water company - orcutt,2024,6680,6680,NA,NA
1053,golden state water company - placentia,2024,7317,7317,NA,NA
1054,golden state water company - san dimas,2024,12000,12222,0,0
1057,golden state water company - simi valley,2024,6641,6641,NA,NA
1058,golden state water company - south arcadia,2024,3242,3242,NA,NA
1059,golden state water company - south san gabriel,2024,2630,2630,NA,NA
1060,golden state water company - southwest,2024,29544,29544,NA,NA
1062,golden state water company - west orange,2024,15467,15467,NA,NA
1068,goleta water district,2024,12131,11644,0,3033
1083,great oaks water company incorporated,2024,2451,3628,NA,NA
1094,greenfield county water district,2024,2676,9722,NA,NA
1109,groveland community services district,2024,177,144,3,33
1110,grover beach  city of,2024,1358,1624,NA,NA
1125,hanford  city of,2024,12854,15084,NA,NA
1142,hawthorne  city of,2024,4030,4030,NA,NA
1143,hayward  city of,2024,6406,3174,NA,3233
1144,healdsburg  city of,2024,721,708,NA,NA
1154,helix water district,2024,35040,38374,NA,NA
1157,hemet  city of,2024,4711,4458,0,253
1166,hesperia water district,2024,15010,15010,NA,NA
1167,hi desert water district,2024,3034,3034,NA,NA
1181,hillsborough  town of,2024,3516,1803,NA,1713
1188,hollister  city of,2024,7028,6326,0,703
1209,humboldt bay municipal water district,2024,9721,25000,NA,NA
1210,humboldt community services district,2024,725,1235,NA,NA
1215,huntington beach  city of,2024,27891,27891,0,0
1217,huntington park  city of,2024,4499,5100,0,450
1225,imperial  city of,2024,1090,1090,0,109
1234,indian wells valley water district,2024,6890,20000,NA,NA
1236,indio  city of,2024,23954,23954,NA,NA
1238,inglewood  city of,2024,11407,14250,NA,NA
1239,inland empire utilities agency,2024,114943,152146,0,0
1245,irvine ranch water district,2024,80626,156703,NA,2494
1270,joshua basin water district,2024,1287,1231,NA,NA
1273,jurupa community service district,2024,21257,34699,NA,NA
1286,kerman  city of,2024,1070,747,NA,323
1288,kern county water agency improvement district no 4,2024,62575,59593,2982,NA
1324,la habra  city of,2024,9327,9327,0,0
1327,la palma  city of,2024,2003,2003,0,0
1333,la verne  city of,2024,6771,7532,0,0
1335,laguna beach county water district,2024,3639,3639,NA,NA
1343,lake arrowhead community services district,2024,1613,2427,0,198
1352,lake hemet municipal water district,2024,15587,15587,NA,779
1368,lakeside water district,2024,3500,3500,NA,NA
1370,lakewood  city of,2024,7151,9882,0,0
1371,lamont public utility district,2024,1293,2615,NA,NA
1384,las virgenes municipal water district,2024,24484,24484,NA,NA
1388,lathrop  city of,2024,8145,9949,0,0
1869,liberty utilities (park water) corp,2024,10297,9787,0,510
1424,lincoln  city of,2024,14510,14510,NA,NA
1425,lincoln avenue water company,2024,2062,3633,0,0
1427,linda county water district,2024,3994,29195,2420,370
1432,lindsay  city of,2024,2350,2129,NA,NA
1443,livermore  city of,2024,2020,2020,0,0
1444,livingston  city of,2024,2995,2773,NA,222
1450,lodi  city of,2024,14526,15750,0,1090
1452,loma linda  city of,2024,6095,7009,NA,NA
1456,lomita  city of,2024,2269,4000,0,227
1459,lompoc  city of,2024,5290,8811,0,0
1464,long beach  city of,2024,53267,83852,NA,NA
1473,los angeles city department of water and power,2024,658600,658600,NA,NA
1481,los angeles county waterworks district 29 - malibu & marina del rey,2024,8919,10104,NA,NA
1484,los angeles county waterworks district 40 - antelope valley,2024,53367,71738,NA,NA
1487,los banos  city of,2024,8334,8334,0,0
1506,lynwood  city of,2024,6026,7942,NA,NA
1510,madera  city of,2024,13647,13647,0,3412
1533,mammoth community water district,2024,NA,722,2476,1955
1536,manhattan beach  city of,2024,5952,5649,0,303
1539,manteca  city of,2024,16198,18638,NA,NA
1546,marin municipal water district,2024,36064,72700,0,0
1547,marina coast water district,2024,4093,10900,0,0
1554,martinez  city of,2024,4517,4494,NA,23
3056,mcfarland  city of,2024,565,1496,NA,NA
1570,mckinleyville community services district,2024,460,949,0,0
1587,menlo park  city of,2024,1243,628,0,615
1589,merced  city of,2024,19152,19152,NA,NA
1596,mesa water district,2024,18421,18421,0,0
1599,metropolitan water district of southern california,2024,1491000,1468000,23000,0
1605,mid-peninsula water district,2024,1022,540,NA,482
1613,millbrae  city of,2024,785,422,0,415
1619,milpitas  city of,2024,4170,2566,0,1604
1626,mission springs water district,2024,8851,8851,NA,NA
1631,modesto  city of,2024,61554,70731,NA,NA
1632,modesto irrigation district,2024,19231,19231,NA,NA
1635,mojave water agency,2024,130400,130400,NA,NA
1639,monrovia  city of,2024,8037,7662,0,375
1642,monte vista water district,2024,17021,13857,0,3164
1644,montebello land and water company,2024,2964,3135,NA,NA
1645,montecito water district,2024,4995,4133,862,NA
1650,monterey park  city of,2024,9134,8391,0,743
1656,morgan hill  city of,2024,8508,19344,NA,NA
1660,morro bay  city of,2024,1285,1752,0,0
1663,moulton niguel water district,2024,31924,31924,NA,NA
4231,mountain house community services district,2024,5657,1647,NA,NA
1671,mountain view  city of,2024,11760,9408,NA,2352
1684,municipal water district of orange county (mwdoc),2024,180061,180061,0,0
1697,myoma dunes mutual water company,2024,4298,4298,NA,NA
1701,napa  city of,2024,14984,12966,NA,2018
1718,nevada irrigation district,2024,187983,254196,NA,NA
1729,newman  city of,2024,824,793,NA,31
1730,newport beach  city of,2024,15787,15787,0,0
1731,nipomo community service district,2024,2104,2267,NA,NA
1732,norco  city of,2024,7650,14400,NA,NA
1739,north coast county water district,2024,860.11,523.22,0,336.89
1748,north marin water district,2024,10321,15913,0,NA
1752,north tahoe public utilities district,2024,377,377,NA,NA
1756,norwalk  city of,2024,2067,3694,0,0
1765,oakdale  city of,2024,7293,7293,NA,NA
1777,oceanside  city of,2024,29054,29054,0,0
1782,oildale mutual water company,2024,10107.4,24575,NA,NA
1792,olivehurst public utilities district,2024,1680,6544,NA,NA
1793,olivenhain municipal water district,2024,21360,21360,NA,NA
1795,ontario  city of,2024,51660,41226,0,10434
1797,orange  city of,2024,28816,28816,0,0
1803,orangevale water company,2024,3885,3885,NA,NA
1804,orchard dale water district,2024,1986,2110,NA,NA
1821,otay water district,2024,37907,37907,NA,NA
1827,oxnard  city of,2024,28578,28578,NA,NA
1838,padre dam municipal water district,2024,11440,11440,NA,NA
1849,palmdale water district,2024,19715,19980,NA,NA
1851,palo alto  city of,2024,11498,6622,NA,4876
1859,paradise irrigation district,2024,4040,9239,NA,NA
1866,paramount  city of,2024,5511,5391,120,NA
1873,pasadena  city of,2024,27200,31533,182,1129
1875,paso robles  city of,2024,6361,6361,NA,NA
1877,patterson  city of,2024,4821,5582,NA,NA
1894,petaluma  city of,2024,10510,10510,NA,NA
1896,phelan pinon hills community services district,2024,2656,2656,NA,0
1899,pico rivera  city of,2024,259804,308033,0,0
1900,pico water district,2024,3248,3198,0,50
1923,pismo beach  city of,2024,1851,1488,363,0
1925,pittsburg  city of,2024,10671,11400,NA,NA
1927,placer county water agency,2024,143046,249100,NA,NA
1940,pleasanton  city of,2024,18016,18016,NA,NA
1945,pomona  city of,2024,28880,24456,0,4424
1953,port hueneme  city of,2024,1947,1947,NA,NA
1954,port hueneme water agency,2024,4403,7089,NA,NA
1956,porterville  city of,2024,4026,7791,0,0
1964,poway  city of,2024,12320,12320,0,0
1983,quartz hill water district,2024,4216,4216,0,0
1990,rainbow municipal water district,2024,13862,18495,NA,NA
1996,ramona municipal water district,2024,4926,5442,NA,NA
2000,rancho california water district,2024,70020,74047,NA,NA
2031,red bluff  city of,2024,4556,4556,0,0
2033,redding  city of,2024,8694,11831,NA,NA
2035,redlands  city of,2024,29667,34117,0,0
2037,redwood city,2024,10786.3067,6576.7149,0,4209.5918
2042,reedley  city of,2024,1764,1764,NA,NA
2049,rialto  city of,2024,11682,13435,NA,NA
2057,rincon del diablo municipal water district,2024,10056,10056,NA,NA
2060,rio linda - elverta community water district,2024,2861,2861,NA,NA
2063,rio vista  city of,2024,2127,2127,NA,NA
2074,riverbank  city of,2024,4604,15944,0,48
2083,riverside  city of,2024,91932,111223,NA,NA
2087,riverside highland water company,2024,4933,5673,NA,NA
2103,rohnert park  city of,2024,6781,10177,NA,NA
2107,rosamond community service district,2024,2667,2469,198,NA
2111,roseville  city of,2024,48484,51531,NA,NA
2115,rowland water district,2024,11997,10956,0,1041
2118,rubidoux community service district,2024,5770,5770,NA,NA
2119,rubio canyon land and water association,2024,1881,2419,0,0
2122,running springs water district,2024,344,344,NA,NA
2130,sacramento  city of,2024,129780,329200,NA,NA
2132,sacramento county water agency,2024,55750,99284,NA,NA
2140,sacramento suburban water district,2024,34085,36000,NA,NA
2146,san antonio water company,2024,14571,14571,NA,NA
2149,san benito county water district,2024,7028,6326,0,702
2150,san bernardino  city of,2024,52035,59840,NA,NA
2154,san bernardino county service area 64 spring valley lake,2024,2756,2756,NA,NA
2891,san bernardino county service area 70 j oak hills,2024,1627,1627,NA,NA
2156,san bernardino valley municipal water district,2024,26676,26676,NA,NA
2157,san bruno  city of,2024,1683381,1917714,NA,NA
2158,san buenaventura  city of (ventura),2024,16223,16335,NA,NA
2159,san clemente  city of,2024,9519,9519,0,0
2160,san diego  city of,2024,199818,199818,NA,NA
2161,san diego county water authority,2024,452129,638986,0,0
2162,san dieguito water district,2024,7326,7326,0,0
2163,san fernando  city of,2024,2900,3570,0,0
2164,san francisco public utilities commission,2024,78750,52980,NA,25770
2165,san gabriel county water district,2024,6478,5802,0,676
3994,san gabriel valley municipal water district,2024,14426,1440,0,0
2167,san gabriel valley water company,2024,44349,41118,0,3231
2166,san gabriel valley water company   fontana division,2024,44432,44432,NA,NA
2168,san gorgonio pass water agency,2024,29940,29940,NA,NA
2169,san jacinto  city of,2024,3163,2824,0,339
2174,san jose  city of,2024,20373,18038,NA,2335
2175,san jose water company,2024,43439,43439,NA,NA
2179,san juan water district,2024,53320,57500,NA,NA
2180,san lorenzo valley water district,2024,1762,1762,0,0
2182,san luis obispo  city of,2024,6659,10177,0,0
2184,san luis obispo county flood control and water conservation,2024,8730,7877,NA,853
2205,sanger  city of,2024,2195,2146,NA,49
2207,santa ana  city of,2024,35831,35831,0,0
2209,santa barbara  city of,2024,13510,35960,0,0
2210,santa clara  city of,2024,19083,29686,0,0
2211,santa clara valley water district,2024,327000,344000,0,0
4993,santa clarita valley water agency,2024,75190,76690,22060,NA
2213,santa cruz  city of,2024,2663,2663,NA,NA
2214,santa fe irrigation district,2024,11507,11507,0,0
2215,santa fe springs  city of,2024,7009,6728,0,281
2217,santa margarita water district,2024,32946,44532,NA,NA
2218,santa maria  city of,2024,14670,14670,0,0
2220,santa monica  city of,2024,17233,16765,NA,3530
2222,santa paula  city of,2024,4355,6215,NA,NA
2224,santa rosa  city of,2024,21021,22660,NA,NA
2237,scotts valley water district,2024,1116,1300,0,0
2241,seal beach  city of,2024,3386,3386,0,0
2251,serrano water district,2024,4248,4248,NA,NA
2260,shafter  city of,2024,1935,1982,0,194
2273,shasta lake  city of,2024,2663,1018,2939,0
2290,sierra madre  city of,2024,2193,2125,0,68
2298,signal hill  city of,2024,1971,2022,NA,NA
2323,soledad  city of,2024,2229,148000,NA,NA
2326,sonoma  city of,2024,NA,NA,2261,3288
2328,sonoma county water agency,2024,65020,65020,0,0
2330,soquel creek water district,2024,3690,3690,NA,NA
2334,south coast water district,2024,7094,7094,0,0
2337,south feather water and power,2024,2864,36384,NA,229
2341,south gate  city of,2024,7652,11383,0,0
2343,south mesa water company,2024,2588,2588,NA,0
2345,south pasadena  city of,2024,4415,3872,0,543
2346,south san joaquin irrigation district,2024,31522,26448,0,5074
2348,south tahoe public utility district,2024,5864,21712,NA,NA
2381,stockton  city of,2024,34712,54300,NA,NA
2382,stockton east water district,2024,254231,92429,16129,145673
2401,suburban water systems - san jose hills,2024,24041,29579,0,0
2402,suburban water systems - whittier/la mirada,2024,16796,17914,0,0
2405,suisun - solano water authority,2024,1128,1128,NA,NA
2419,sunny slope water company,2024,4515,4002,0,513
2424,sunnyslope county water district,2024,7028,6326,0,703
2425,sunnyvale  city of,2024,20091,22715,0,0
2432,susanville  city of,2024,730,2190,NA,NA
2437,sweetwater authority,2024,20329,20329,NA,NA
2438,sweetwater springs water district,2024,414,570,NA,207
2444,tahoe city public utilities district,2024,568,1095,NA,NA
1408,temescal valley water district,2024,7294,7767,NA,NA
2457,templeton community services district,2024,1478,2212,0,100
440,test agency 3,2024,NA,NA,NA,NA
2466,thermalito water and sewer district,2024,2433,8400,NA,NA
2469,thousand oaks  city of,2024,10637,10637,0,0
2473,three valleys municipal water district,2024,55579,62357,0,0
2487,torrance  city of,2024,18276,29643,0,0
2490,trabuco canyon water district,2024,3390,3390,0,0
2496,tracy  city of,2024,21112,19455,0,1657
2510,triunfo sanitation district/oak park water service,2024,2236,2174,NA,224
2512,truckee - donner public utilities district,2024,1836,7168,NA,NA
2516,tulare  city of,2024,6108,4438,0,1670
2523,tuolumne utilities district,2024,18005,23195,NA,NA
2524,turlock  city of,2024,11455,14208,NA,NA
2528,tustin  city of,2024,10763,10763,0,0
2530,twentynine palms water district,2024,2930,6995,0,0
2536,ukiah  city of,2024,2983,11534,0,298
2540,united water conservation district,2024,13127,13127,0,0
2541,upland  city of,2024,21581,21581,NA,NA
2543,upper san gabriel valley municipal water,2024,94718,47910,NA,9472
2597,vacaville  city of,2024,18482,19524,NA,5545
2602,vallecitos water district,2024,5803,5803,NA,NA
2603,vallejo  city of,2024,28806,29078,NA,NA
2604,valley center municipal water district,2024,20021,20021,0,0
2605,valley county water district,2024,6572,6742,0,0
2610,valley of the moon water district,2024,2893,3200,0,0
2618,valley water company,2024,3278,4166,0,0
2626,vaughn water company,2024,4953,5200,NA,1000
2629,ventura county waterworks district no 01 - moorpark,2024,9193,13186,0,0
2631,ventura county waterworks district no 08 - simi valley,2024,21382,22822,NA,NA
2633,vernon  city of,2024,7200,8339,NA,NA
2635,victorville water district,2024,25896,25896,NA,NA
2649,vista irrigation district,2024,19944,19944,0,0
2661,walnut valley water district,2024,20606,21158,0,0
2662,wasco  city of,2024,1074,2100,NA,NA
2667,water facilities authority,2024,32076,27606,0,4470
2669,watsonville  city of,2024,7789,21000,NA,654
2675,west basin municipal water district,2024,145120,145120,0,0
2679,west kern water district,2024,12756,7900,3580,1276
2683,west sacramento  city of,2024,14780,29214,NA,NA
2690,west valley water district,2024,25066,28825,NA,NA
2691,westborough water district,2024,317,157,0,160
2697,western municipal water district of riverside,2024,29449,34152,NA,NA
2704,westminster  city of,2024,11655,11655,0,0
2723,whittier  city of,2024,7948,7904,0,44
2751,windsor  town of,2024,6301,4596,0,1705
2766,woodland  city of,2024,13198,30617,NA,NA
4811,woodland-davis clean water agency,2024,20024,19929,NA,NA
2782,yorba linda water district,2024,20321,20321,0,0
2789,yreka  city of,2024,1900,7051,0,0
2790,yuba city,2024,15586,21914,NA,NA
2793,yucaipa valley water district,2024,12450,58970,NA,NA
13,adelanto  city of,2025,3718,64406,NA,NA
22,alameda county flood control district  zone 7,2025,50300,62800,NA,NA
23,alameda county water district,2025,44665,53687,0,0
30,alhambra  city of,2025,9830,8840,0,990
55,amador water agency,2025,7954,18820,0,1989
57,american canyon  city of,2025,2918,2807,111,NA
64,anaheim  city of,2025,59443,59443,NA,NA
66,anderson  city of,2025,922,1048,NA,NA
79,antelope valley - east kern water agency,2025,44440,32100,12340,0
82,antioch  city of,2025,4680,4841,NA,NA
87,apple valley ranchos water company,2025,14296,13515,0,781
93,arcadia  city of,2025,12960,12369,0,591
94,arcata  city of,2025,651,1369,NA,NA
99,arroyo grande  city of,2025,2365,2807,NA,NA
102,arvin community service district,2025,1057,1057,0,529
107,atascadero mutual water company,2025,1801,1801,NA,NA
110,atwater  city of,2025,8677,8677,NA,NA
117,azusa light and water,2025,18552,23447,0,0
123,bakersfield  city of,2025,50190,42662,NA,7528
124,bakman water company,2025,1213,1213,0,0
129,banning  city of,2025,9684,9684,0,968
159,beaumont - cherry valley water district,2025,15429,10639,161,4629
167,bella vista water district,2025,10138,6586,900,2652
170,bellflower - somerset mutual water company,2025,5878,5093,NA,785
178,benicia  city of,2025,10247,17006,NA,NA
193,beverly hills  city of,2025,11969,11969,NA,NA
197,big bear community services district,2025,1185,1185,0,0
198,big bear lake  city of,2025,2147,3100,NA,NA
241,blythe  city of,2025,3530,6900,0,353
262,brawley  city of,2025,2251,3110,NA,NA
263,brea  city of,2025,10115,10115,0,0
264,brentwood  city of,2025,4181,6231,NA,NA
283,buena park  city of,2025,15161,15161,0,0
285,burbank  city of,2025,28197,28197,0,0
286,burlingame  city of,2025,1249,662,NA,587
351,calaveras county water district,2025,12388,73810,0,7
353,calexico  city of,2025,2390,2920,0,239
368,california american water company - los angeles division,2025,21595,21595,0,0
369,california american water company - monterey district,2025,10442,4450,0,5992
372,california american water company - sacramento district,2025,10555,41559,0,0
373,california american water company - san diego district,2025,3297,3957,NA,NA
376,california american water company - ventura district,2025,16662,18559,0,0
384,california water service company antelope valley,2025,726,726,NA,NA
386,california water service company bakersfield,2025,62188,62188,NA,NA
387,california water service company bear gulch,2025,13699,7260,0,6439
388,california water service company chico district,2025,25355,25355,NA,NA
390,"california water service company dixon, city of",2025,1423,1423,NA,NA
391,california water service company dominguez,2025,34038,34038,NA,NA
392,california water service company east los angeles,2025,14477,14477,NA,NA
396,california water service company hermosa/redondo,2025,11228,11228,NA,NA
397,california water service company kern river valley,2025,790,790,NA,NA
398,california water service company king city,2025,1762,1762,NA,NA
401,california water service company livermore,2025,9822,9822,NA,NA
402,california water service company los altos/suburban,2025,14070,14070,NA,NA
405,california water service company marysville,2025,2084,2084,NA,NA
420,california water service company mid peninsula,2025,15031,7966,0,7065
412,california water service company oroville,2025,2833,2833,NA,NA
413,california water service company palos verdes,2025,18476,18476,NA,NA
416,california water service company redwood valley,2025,377,377,NA,NA
417,california water service company salinas district,2025,17489,17489,NA,NA
421,california water service company selma,2025,4677,4677,NA,NA
422,california water service company south san francisco,2025,8009,4966,0,3043
424,california water service company stockton,2025,24776,24776,NA,NA
427,california water service company visalia,2025,33543,33543,NA,NA
428,california water service company westlake,2025,7662,7662,NA,NA
429,california water service company willows,2025,1610,1610,NA,NA
433,calleguas municipal water district,2025,89782,117282,NA,NA
443,camarillo  city of,2025,6463,12257,0,0
445,cambria community service district,2025,580,494,0,116
467,camrosa water district,2025,15723,26800,NA,NA
478,carlsbad municipal water district,2025,22116,22116,0,0
481,carmichael water district,2025,9303,43920,NA,NA
485,carpinteria valley water district,2025,4000,3745,0,1200
495,casitas municipal water district,2025,14525,10626,2000,1899
1050,casitas municipal water district - ojai,2025,1850,1663,500,NA
510,central basin municipal water district,2025,260234,308033,0,0
514,central coast water authority,2025,7478,7478,0,0
522,ceres  city of,2025,2996,8258,NA,NA
524,cerritos  city of,2025,11282,9946,0,1336
545,chino  city of,2025,20873,20025,0,848
546,chino basin desalter authority,2025,40000,40000,0,0
547,chino hills  city of,2025,17060,29526,NA,NA
2979,"chowchilla, city of water department",2025,1077,3532,NA,NA
561,citrus heights water district,2025,10072,10072,NA,NA
572,cloverdale  city of,2025,532,477,NA,80
574,clovis  city of,2025,36637,45893,0,1412
575,coachella  city of,2025,10869,10869,NA,NA
577,coachella valley water district,2025,137061,137061,NA,NA
578,coalinga  city of,2025,1509,1467,NA,75
583,coastside county water district,2025,704,287,0,417
596,colton  city of,2025,10734,12345,NA,NA
607,compton  city of,2025,6975,7580,NA,NA
613,contra costa water district,2025,126300,117200,NA,9100
618,corcoran  city of,2025,6032,6842,NA,NA
624,corona  city of,2025,39239,43955,NA,NA
644,covina  city of,2025,4821,4633,0,188
649,crescent city,2025,809,809,NA,NA
651,crescenta valley community water district,2025,3979,5748,0,0
654,crestline village water district,2025,178135,326927,NA,NA
664,cucamonga valley water district,2025,43552,40166,0,3386
673,daly city,2025,2133,2026,NA,107
678,davis  city of,2025,12453,19762,NA,NA
699,del oro water company,2025,438125,438356,NA,31743
711,delano  city of,2025,13655,13655,0,0
727,desert water agency,2025,39641,39641,NA,NA
731,diablo water district,2025,2580,3555,NA,NA
737,dinuba  city of,2025,1845,1568,0,277
739,discovery bay community services district,2025,1424,2500,NA,NA
2998,dixon  city of,2025,1458,1458,NA,NA
748,downey  city of,2025,15366,13911,0,1455
759,dublin san ramon services district,2025,15037,15037,NA,NA
775,east bay municipal utility district,2025,66065,34310,21900,9855
784,east niles community services district,2025,9243,9243,0,0
785,east orange county water district,2025,901,901,0,0
787,east palo alto  city of,2025,692,341,131.4,220
793,east valley water district,2025,21672,24923,NA,NA
794,eastern municipal water district,2025,217500,217500,NA,16500
814,el centro  city of,2025,7835,7835,0,0
816,el dorado irrigation district,2025,40930,55300,NA,NA
821,el monte  city of,2025,2720,2720,NA,NA
827,el segundo  city of,2025,5438,4505,933,NA
830,el toro water district,2025,9523,9523,0,0
835,elk grove water district,2025,7670,13000,NA,NA
842,elsinore valley municipal water district,2025,29825,38111,NA,NA
851,escondido  city of,2025,26364,26364,0,0
856,estero municipal improvement district,2025,1615,873,0,742
859,eureka  city of,2025,1019,2555,NA,NA
866,fair oaks water district,2025,11768,23718,NA,NA
867,fairfield  city of,2025,7106,13053,NA,NA
873,fallbrook public utility district,2025,11541,11541,NA,NA
890,fillmore  city of,2025,1832,7506,NA,NA
904,folsom  city of,2025,20517,32720,NA,NA
909,foothill municipal water district,2025,8747,11773,0,0
920,fortuna  city of,2025,462,462,NA,NA
924,fountain valley  city of,2025,10588,10588,0,0
934,fresno  city of,2025,196504,300911,0,0
967,fullerton  city of,2025,27194,27194,0,0
972,galt  city of,2025,5552,5552,NA,NA
977,garden grove  city of,2025,23943,23943,0,0
990,georgetown divide public utility district,2025,9278,11890,0,3457
995,gilroy  city of,2025,10319,18613,NA,NA
1004,glendale  city of,2025,21587,10876,6394,4317
1005,glendora  city of,2025,9993,8838,0,1155
1029,golden state water company - artesia,2025,5620,5620,NA,NA
1030,golden state water company - barstow,2025,5435,15128,NA,NA
1031,golden state water company - bay point,2025,1951,1951,NA,NA
1032,golden state water company - bell-bell gardens,2025,5100,5100,NA,NA
1034,golden state water company - claremont,2025,9257,8161,0,1096
1036,golden state water company - cordova,2025,14966,14966,NA,NA
1038,golden state water company - culver city,2025,5502,5502,NA,NA
1041,golden state water company - florence graham,2025,5328,5328,NA,NA
1049,golden state water company - norwalk,2025,4801,4801,NA,NA
1052,golden state water company - orcutt,2025,6715,6715,NA,NA
1053,golden state water company - placentia,2025,7323,7323,NA,NA
1054,golden state water company - san dimas,2025,9359,9546,0,0
1057,golden state water company - simi valley,2025,6668,6668,NA,NA
1058,golden state water company - south arcadia,2025,3250,3250,NA,NA
1059,golden state water company - south san gabriel,2025,2636,2636,NA,NA
1060,golden state water company - southwest,2025,29633,29633,NA,NA
1062,golden state water company - west orange,2025,15551,15551,NA,NA
1068,goleta water district,2025,12133,11564,0,3033
1083,great oaks water company incorporated,2025,2206,3628,NA,NA
1094,greenfield county water district,2025,2704,9722,NA,NA
1109,groveland community services district,2025,181,138,NA,43
1110,grover beach  city of,2025,1375,1624,NA,NA
