pwsid,org_id,year,source_type,source_status,number_of_sources
CA3210003,NA,2020,emergency interties,new,NA
CA3210003,NA,2020,groundwater,approved,3
CA3210003,NA,2020,groundwater,new,NA
CA3210003,NA,2020,purchased grounwater,approved,0
CA3210003,NA,2020,purchased grounwater,new,NA
CA3210003,NA,2020,purchased surface water,approved,2
CA3210003,NA,2020,purchased surface water,new,NA
CA3210003,NA,2020,standby sources,approved,0
CA3210003,NA,2020,standby sources,new,NA
CA3210003,NA,2020,surface water,approved,0
CA3210003,NA,2020,surface water,new,NA
CA3210004,NA,2020,emergency interties,approved,0
CA3210004,NA,2020,emergency interties,new,NA
CA3210004,NA,2020,groundwater,approved,10
CA3210004,NA,2020,groundwater,new,NA
CA3210004,NA,2020,purchased grounwater,approved,1
CA3210004,NA,2020,purchased grounwater,new,NA
CA3210004,NA,2020,purchased surface water,approved,0
CA3210004,NA,2020,purchased surface water,new,NA
CA3210004,NA,2020,standby sources,approved,3
CA3210004,NA,2020,standby sources,new,NA
CA3210004,NA,2020,surface water,approved,0
CA3210004,NA,2020,surface water,new,NA
CA3210006,NA,2020,emergency interties,approved,0
CA3210006,NA,2020,emergency interties,new,0
CA3210006,NA,2020,groundwater,approved,5
CA3210006,NA,2020,groundwater,new,0
CA3210006,NA,2020,purchased grounwater,approved,0
CA3210006,NA,2020,purchased grounwater,new,0
CA3210006,NA,2020,purchased surface water,approved,0
CA3210006,NA,2020,purchased surface water,new,0
CA3210006,NA,2020,standby sources,approved,0
CA3210006,NA,2020,standby sources,new,0
CA3210006,NA,2020,surface water,approved,0
CA3210006,NA,2020,surface water,new,0
CA3210009,NA,2020,emergency interties,approved,0
CA3210009,NA,2020,emergency interties,new,NA
CA3210009,NA,2020,groundwater,approved,4
CA3210009,NA,2020,groundwater,new,NA
CA3210009,NA,2020,purchased grounwater,approved,0
CA3210009,NA,2020,purchased grounwater,new,NA
CA3210009,NA,2020,purchased surface water,approved,0
CA3210009,NA,2020,purchased surface water,new,NA
CA3210009,NA,2020,standby sources,approved,0
CA3210009,NA,2020,standby sources,new,NA
CA3210009,NA,2020,surface water,approved,0
CA3210009,NA,2020,surface water,new,NA
CA3310008,1626,2020,emergency interties,approved,0
CA3310008,1626,2020,emergency interties,new,NA
CA3310008,1626,2020,groundwater,approved,9
CA3310008,1626,2020,groundwater,new,NA
CA3310008,1626,2020,purchased grounwater,approved,0
CA3310008,1626,2020,purchased grounwater,new,NA
CA3310008,1626,2020,purchased surface water,approved,0
CA3310008,1626,2020,purchased surface water,new,NA
CA3310008,1626,2020,standby sources,approved,0
CA3310008,1626,2020,standby sources,new,NA
CA3310008,1626,2020,surface water,approved,0
CA3310008,1626,2020,surface water,new,NA
CA3310009,794,2020,emergency interties,approved,0
CA3310009,794,2020,emergency interties,new,0
CA3310009,794,2020,groundwater,approved,29
CA3310009,794,2020,groundwater,new,1
CA3310009,794,2020,purchased grounwater,approved,0
CA3310009,794,2020,purchased grounwater,new,0
CA3310009,794,2020,purchased surface water,approved,4
CA3310009,794,2020,purchased surface water,new,0
CA3310009,794,2020,standby sources,approved,0
CA3310009,794,2020,standby sources,new,0
CA3310009,794,2020,surface water,approved,0
CA3310009,794,2020,surface water,new,0
CA3310012,842,2020,emergency interties,approved,1
CA3310012,842,2020,emergency interties,new,NA
CA3310012,842,2020,groundwater,approved,14
CA3310012,842,2020,groundwater,new,NA
CA3310012,842,2020,purchased grounwater,approved,0
CA3310012,842,2020,purchased grounwater,new,NA
CA3310012,842,2020,purchased surface water,approved,2
CA3310012,842,2020,purchased surface water,new,NA
CA3310012,842,2020,standby sources,approved,0
CA3310012,842,2020,standby sources,new,NA
CA3310012,842,2020,surface water,approved,1
CA3310012,842,2020,surface water,new,NA
CA3310026,NA,2020,emergency interties,approved,0
CA3310026,NA,2020,emergency interties,new,0
CA3310026,NA,2020,groundwater,approved,1
CA3310026,NA,2020,groundwater,new,0
CA3310026,NA,2020,purchased grounwater,approved,0
CA3310026,NA,2020,purchased grounwater,new,0
CA3310026,NA,2020,purchased surface water,approved,3
CA3310026,NA,2020,purchased surface water,new,0
CA3310026,NA,2020,standby sources,approved,0
CA3310026,NA,2020,standby sources,new,0
CA3310026,NA,2020,surface water,approved,0
CA3310026,NA,2020,surface water,new,0
CA3310029,NA,2020,emergency interties,approved,0
CA3310029,NA,2020,emergency interties,new,NA
CA3310029,NA,2020,groundwater,approved,0
CA3310029,NA,2020,groundwater,new,NA
CA3310029,NA,2020,purchased grounwater,approved,0
CA3310029,NA,2020,purchased grounwater,new,NA
CA3310029,NA,2020,purchased surface water,approved,5
CA3310029,NA,2020,purchased surface water,new,NA
CA3310029,NA,2020,standby sources,approved,0
CA3310029,NA,2020,standby sources,new,NA
CA3310029,NA,2020,surface water,approved,0
CA3310029,NA,2020,surface water,new,NA
CA3310030,NA,2020,emergency interties,approved,1
CA3310030,NA,2020,emergency interties,new,NA
CA3310030,NA,2020,groundwater,approved,17
CA3310030,NA,2020,groundwater,new,NA
CA3310030,NA,2020,purchased grounwater,approved,0
CA3310030,NA,2020,purchased grounwater,new,NA
CA3310030,NA,2020,purchased surface water,approved,0
CA3310030,NA,2020,purchased surface water,new,NA
CA3310030,NA,2020,standby sources,approved,0
CA3310030,NA,2020,standby sources,new,NA
CA3310030,NA,2020,surface water,approved,0
CA3310030,NA,2020,surface water,new,NA
CA3310031,2083,2020,emergency interties,approved,1
CA3310031,2083,2020,emergency interties,new,1
CA3310031,2083,2020,groundwater,approved,42
CA3310031,2083,2020,groundwater,new,0
CA3310031,2083,2020,purchased grounwater,approved,0
CA3310031,2083,2020,purchased grounwater,new,0
CA3310031,2083,2020,purchased surface water,approved,0
CA3310031,2083,2020,purchased surface water,new,0
CA3310031,2083,2020,standby sources,approved,0
CA3310031,2083,2020,standby sources,new,0
CA3310031,2083,2020,surface water,approved,4
CA3310031,2083,2020,surface water,new,0
CA3310032,2169,2020,emergency interties,approved,3
CA3310032,2169,2020,emergency interties,new,0
CA3310032,2169,2020,groundwater,approved,3
CA3310032,2169,2020,groundwater,new,0
CA3310032,2169,2020,purchased grounwater,approved,0
CA3310032,2169,2020,purchased grounwater,new,0
CA3310032,2169,2020,purchased surface water,approved,0
CA3310032,2169,2020,purchased surface water,new,0
CA3310032,2169,2020,standby sources,approved,0
CA3310032,2169,2020,standby sources,new,0
CA3310032,2169,2020,surface water,approved,0
CA3310032,2169,2020,surface water,new,0
CA3310033,NA,2020,emergency interties,approved,0
CA3310033,NA,2020,emergency interties,new,0
CA3310033,NA,2020,groundwater,approved,1
CA3310033,NA,2020,groundwater,new,0
CA3310033,NA,2020,purchased grounwater,approved,3
CA3310033,NA,2020,purchased grounwater,new,0
CA3310033,NA,2020,purchased surface water,approved,0
CA3310033,NA,2020,purchased surface water,new,0
CA3310033,NA,2020,standby sources,approved,0
CA3310033,NA,2020,standby sources,new,0
CA3310033,NA,2020,surface water,approved,0
CA3310033,NA,2020,surface water,new,0
CA3310036,2697,2020,emergency interties,approved,0
CA3310036,2697,2020,emergency interties,new,NA
CA3310036,2697,2020,groundwater,approved,1
CA3310036,2697,2020,groundwater,new,NA
CA3310036,2697,2020,purchased grounwater,approved,0
CA3310036,2697,2020,purchased grounwater,new,NA
CA3310036,2697,2020,purchased surface water,approved,2
CA3310036,2697,2020,purchased surface water,new,NA
CA3310036,2697,2020,standby sources,approved,0
CA3310036,2697,2020,standby sources,new,NA
CA3310036,2697,2020,surface water,approved,0
CA3310036,2697,2020,surface water,new,NA
CA3310037,624,2020,emergency interties,approved,0
CA3310037,624,2020,emergency interties,new,0
CA3310037,624,2020,groundwater,approved,19
CA3310037,624,2020,groundwater,new,0
CA3310037,624,2020,purchased grounwater,approved,1
CA3310037,624,2020,purchased grounwater,new,0
CA3310037,624,2020,purchased surface water,approved,4
CA3310037,624,2020,purchased surface water,new,0
CA3310037,624,2020,standby sources,approved,0
CA3310037,624,2020,standby sources,new,0
CA3310037,624,2020,surface water,approved,0
CA3310037,624,2020,surface water,new,0
CA3310038,2000,2020,emergency interties,approved,0
CA3310038,2000,2020,emergency interties,new,0
CA3310038,2000,2020,groundwater,approved,44
CA3310038,2000,2020,groundwater,new,1
CA3310038,2000,2020,purchased grounwater,approved,0
CA3310038,2000,2020,purchased grounwater,new,0
CA3310038,2000,2020,purchased surface water,approved,4
CA3310038,2000,2020,purchased surface water,new,0
CA3310038,2000,2020,standby sources,approved,0
CA3310038,2000,2020,standby sources,new,0
CA3310038,2000,2020,surface water,approved,0
CA3310038,2000,2020,surface water,new,0
CA3310040,NA,2020,emergency interties,approved,0
CA3310040,NA,2020,emergency interties,new,NA
CA3310040,NA,2020,groundwater,approved,10
CA3310040,NA,2020,groundwater,new,NA
CA3310040,NA,2020,purchased grounwater,approved,0
CA3310040,NA,2020,purchased grounwater,new,NA
CA3310040,NA,2020,purchased surface water,approved,0
CA3310040,NA,2020,purchased surface water,new,NA
CA3310040,NA,2020,standby sources,approved,0
CA3310040,NA,2020,standby sources,new,NA
CA3310040,NA,2020,surface water,approved,2
CA3310040,NA,2020,surface water,new,NA
CA3310044,2118,2020,emergency interties,approved,0
CA3310044,2118,2020,emergency interties,new,0
CA3310044,2118,2020,groundwater,approved,6
CA3310044,2118,2020,groundwater,new,0
CA3310044,2118,2020,purchased grounwater,approved,1
CA3310044,2118,2020,purchased grounwater,new,0
CA3310044,2118,2020,purchased surface water,approved,0
CA3310044,2118,2020,purchased surface water,new,0
CA3310044,2118,2020,standby sources,approved,0
CA3310044,2118,2020,standby sources,new,0
CA3310044,2118,2020,surface water,approved,0
CA3310044,2118,2020,surface water,new,0
CA3310046,NA,2020,emergency interties,approved,0
CA3310046,NA,2020,emergency interties,new,0
CA3310046,NA,2020,groundwater,approved,1
CA3310046,NA,2020,groundwater,new,0
CA3310046,NA,2020,purchased grounwater,approved,0
CA3310046,NA,2020,purchased grounwater,new,0
CA3310046,NA,2020,purchased surface water,approved,1
CA3310046,NA,2020,purchased surface water,new,0
CA3310046,NA,2020,standby sources,approved,0
CA3310046,NA,2020,standby sources,new,0
CA3310046,NA,2020,surface water,approved,0
CA3310046,NA,2020,surface water,new,0
CA3310048,577,2020,emergency interties,approved,0
CA3310048,577,2020,emergency interties,new,NA
CA3310048,577,2020,groundwater,approved,4
CA3310048,577,2020,groundwater,new,NA
CA3310048,577,2020,purchased grounwater,approved,0
CA3310048,577,2020,purchased grounwater,new,NA
CA3310048,577,2020,purchased surface water,approved,0
CA3310048,577,2020,purchased surface water,new,NA
CA3310048,577,2020,standby sources,approved,0
CA3310048,577,2020,standby sources,new,NA
CA3310048,577,2020,surface water,approved,0
CA3310048,577,2020,surface water,new,NA
CA3310049,2697,2020,emergency interties,approved,5
CA3310049,2697,2020,emergency interties,new,0
CA3310049,2697,2020,groundwater,approved,0
CA3310049,2697,2020,groundwater,new,0
CA3310049,2697,2020,purchased grounwater,approved,2
CA3310049,2697,2020,purchased grounwater,new,0
CA3310049,2697,2020,purchased surface water,approved,2
CA3310049,2697,2020,purchased surface water,new,0
CA3310049,2697,2020,standby sources,approved,0
CA3310049,2697,2020,standby sources,new,0
CA3310049,2697,2020,surface water,approved,0
CA3310049,2697,2020,surface water,new,0
CA3310051,1697,2020,emergency interties,approved,0
CA3310051,1697,2020,emergency interties,new,NA
CA3310051,1697,2020,groundwater,approved,5
CA3310051,1697,2020,groundwater,new,0
CA3310051,1697,2020,purchased grounwater,approved,0
CA3310051,1697,2020,purchased grounwater,new,NA
CA3310051,1697,2020,purchased surface water,approved,0
CA3310051,1697,2020,purchased surface water,new,NA
CA3310051,1697,2020,standby sources,approved,0
CA3310051,1697,2020,standby sources,new,NA
CA3310051,1697,2020,surface water,approved,0
CA3310051,1697,2020,surface water,new,NA
CA3310074,1408,2020,emergency interties,approved,2
CA3310074,1408,2020,emergency interties,new,0
CA3310074,1408,2020,groundwater,approved,0
CA3310074,1408,2020,groundwater,new,0
CA3310074,1408,2020,purchased grounwater,approved,0
CA3310074,1408,2020,purchased grounwater,new,0
CA3310074,1408,2020,purchased surface water,approved,1
CA3310074,1408,2020,purchased surface water,new,0
CA3310074,1408,2020,standby sources,approved,0
CA3310074,1408,2020,standby sources,new,0
CA3310074,1408,2020,surface water,approved,0
CA3310074,1408,2020,surface water,new,0
CA3310082,NA,2020,emergency interties,approved,1
CA3310082,NA,2020,emergency interties,new,0
CA3310082,NA,2020,groundwater,approved,4
CA3310082,NA,2020,groundwater,new,0
CA3310082,NA,2020,purchased grounwater,approved,0
CA3310082,NA,2020,purchased grounwater,new,0
CA3310082,NA,2020,purchased surface water,approved,0
CA3310082,NA,2020,purchased surface water,new,0
CA3310082,NA,2020,standby sources,approved,0
CA3310082,NA,2020,standby sources,new,0
CA3310082,NA,2020,surface water,approved,0
CA3310082,NA,2020,surface water,new,0
CA3310802,NA,2020,emergency interties,approved,0
CA3310802,NA,2020,emergency interties,new,NA
CA3310802,NA,2020,groundwater,approved,4
CA3310802,NA,2020,groundwater,new,NA
CA3310802,NA,2020,purchased grounwater,approved,0
CA3310802,NA,2020,purchased grounwater,new,NA
CA3310802,NA,2020,purchased surface water,approved,0
CA3310802,NA,2020,purchased surface water,new,NA
CA3310802,NA,2020,standby sources,approved,0
CA3310802,NA,2020,standby sources,new,NA
CA3310802,NA,2020,surface water,approved,0
CA3310802,NA,2020,surface water,new,NA
CA3410001,2140,2020,emergency interties,approved,0
CA3410001,2140,2020,emergency interties,new,0
CA3410001,2140,2020,groundwater,approved,63
CA3410001,2140,2020,groundwater,new,1
CA3410001,2140,2020,purchased grounwater,approved,0
CA3410001,2140,2020,purchased grounwater,new,0
CA3410001,2140,2020,purchased surface water,approved,2
CA3410001,2140,2020,purchased surface water,new,0
CA3410001,2140,2020,standby sources,approved,7
CA3410001,2140,2020,standby sources,new,0
CA3410001,2140,2020,surface water,approved,0
CA3410001,2140,2020,surface water,new,0
CA3410002,2132,2020,emergency interties,approved,0
CA3410002,2132,2020,emergency interties,new,0
CA3410002,2132,2020,groundwater,approved,10
CA3410002,2132,2020,groundwater,new,0
CA3410002,2132,2020,purchased grounwater,approved,1
CA3410002,2132,2020,purchased grounwater,new,0
CA3410002,2132,2020,purchased surface water,approved,0
CA3410002,2132,2020,purchased surface water,new,0
CA3410002,2132,2020,standby sources,approved,0
CA3410002,2132,2020,standby sources,new,0
CA3410002,2132,2020,surface water,approved,0
CA3410002,2132,2020,surface water,new,0
CA3410003,NA,2020,emergency interties,approved,0
CA3410003,NA,2020,emergency interties,new,NA
CA3410003,NA,2020,groundwater,approved,6
CA3410003,NA,2020,groundwater,new,1
CA3410003,NA,2020,purchased grounwater,approved,0
CA3410003,NA,2020,purchased grounwater,new,NA
CA3410003,NA,2020,purchased surface water,approved,0
CA3410003,NA,2020,purchased surface water,new,NA
CA3410003,NA,2020,standby sources,approved,0
CA3410003,NA,2020,standby sources,new,NA
CA3410003,NA,2020,surface water,approved,0
CA3410003,NA,2020,surface water,new,NA
CA3410004,481,2020,emergency interties,approved,0
CA3410004,481,2020,emergency interties,new,NA
CA3410004,481,2020,groundwater,approved,4
CA3410004,481,2020,groundwater,new,NA
CA3410004,481,2020,purchased grounwater,approved,0
CA3410004,481,2020,purchased grounwater,new,NA
CA3410004,481,2020,purchased surface water,approved,0
CA3410004,481,2020,purchased surface water,new,NA
CA3410004,481,2020,standby sources,approved,0
CA3410004,481,2020,standby sources,new,NA
CA3410004,481,2020,surface water,approved,1
CA3410004,481,2020,surface water,new,NA
CA3410005,NA,2020,emergency interties,approved,0
CA3410005,NA,2020,emergency interties,new,0
CA3410005,NA,2020,groundwater,approved,0
CA3410005,NA,2020,groundwater,new,0
CA3410005,NA,2020,purchased grounwater,approved,0
CA3410005,NA,2020,purchased grounwater,new,0
CA3410005,NA,2020,purchased surface water,approved,0
CA3410005,NA,2020,purchased surface water,new,0
CA3410005,NA,2020,standby sources,approved,0
CA3410005,NA,2020,standby sources,new,0
CA3410005,NA,2020,surface water,approved,1
CA3410005,NA,2020,surface water,new,0
CA3410006,561,2020,emergency interties,approved,0
CA3410006,561,2020,emergency interties,new,NA
CA3410006,561,2020,groundwater,approved,6
CA3410006,561,2020,groundwater,new,NA
CA3410006,561,2020,purchased grounwater,approved,0
CA3410006,561,2020,purchased grounwater,new,NA
CA3410006,561,2020,purchased surface water,approved,1
CA3410006,561,2020,purchased surface water,new,NA
CA3410006,561,2020,standby sources,approved,0
CA3410006,561,2020,standby sources,new,NA
CA3410006,561,2020,surface water,approved,0
CA3410006,561,2020,surface water,new,NA
CA3410007,NA,2020,emergency interties,approved,0
CA3410007,NA,2020,emergency interties,new,NA
CA3410007,NA,2020,groundwater,approved,7
CA3410007,NA,2020,groundwater,new,NA
CA3410007,NA,2020,purchased grounwater,approved,0
CA3410007,NA,2020,purchased grounwater,new,NA
CA3410007,NA,2020,purchased surface water,approved,0
CA3410007,NA,2020,purchased surface water,new,NA
CA3410007,NA,2020,standby sources,approved,1
CA3410007,NA,2020,standby sources,new,1
CA3410007,NA,2020,surface water,approved,0
CA3410007,NA,2020,surface water,new,NA
CA3410008,835,2020,emergency interties,approved,0
CA3410008,835,2020,emergency interties,new,0
CA3410008,835,2020,groundwater,approved,8
CA3410008,835,2020,groundwater,new,0
CA3410008,835,2020,purchased grounwater,approved,1
CA3410008,835,2020,purchased grounwater,new,0
CA3410008,835,2020,purchased surface water,approved,0
CA3410008,835,2020,purchased surface water,new,0
CA3410008,835,2020,standby sources,approved,0
CA3410008,835,2020,standby sources,new,0
CA3410008,835,2020,surface water,approved,0
CA3410008,835,2020,surface water,new,0
CA3410009,866,2020,emergency interties,approved,0
CA3410009,866,2020,emergency interties,new,NA
CA3410009,866,2020,groundwater,approved,7
CA3410009,866,2020,groundwater,new,NA
CA3410009,866,2020,purchased grounwater,approved,0
CA3410009,866,2020,purchased grounwater,new,NA
CA3410009,866,2020,purchased surface water,approved,1
CA3410009,866,2020,purchased surface water,new,NA
CA3410009,866,2020,standby sources,approved,0
CA3410009,866,2020,standby sources,new,NA
CA3410009,866,2020,surface water,approved,0
CA3410009,866,2020,surface water,new,NA
CA3410010,372,2020,emergency interties,approved,0
CA3410010,372,2020,emergency interties,new,NA
CA3410010,372,2020,groundwater,approved,25
CA3410010,372,2020,groundwater,new,NA
CA3410010,372,2020,purchased grounwater,approved,0
CA3410010,372,2020,purchased grounwater,new,NA
CA3410010,372,2020,purchased surface water,approved,1
CA3410010,372,2020,purchased surface water,new,NA
CA3410010,372,2020,standby sources,approved,0
CA3410010,372,2020,standby sources,new,NA
CA3410010,372,2020,surface water,approved,0
CA3410010,372,2020,surface water,new,NA
CA3410011,972,2020,emergency interties,approved,0
CA3410011,972,2020,emergency interties,new,NA
CA3410011,972,2020,groundwater,approved,7
CA3410011,972,2020,groundwater,new,NA
CA3410011,972,2020,purchased grounwater,approved,0
CA3410011,972,2020,purchased grounwater,new,NA
CA3410011,972,2020,purchased surface water,approved,0
CA3410011,972,2020,purchased surface water,new,NA
CA3410011,972,2020,standby sources,approved,0
CA3410011,972,2020,standby sources,new,1
CA3410011,972,2020,surface water,approved,0
CA3410011,972,2020,surface water,new,NA
CA3410013,372,2020,emergency interties,approved,0
CA3410013,372,2020,emergency interties,new,NA
CA3410013,372,2020,groundwater,approved,23
CA3410013,372,2020,groundwater,new,NA
CA3410013,372,2020,purchased grounwater,approved,0
CA3410013,372,2020,purchased grounwater,new,NA
CA3410013,372,2020,purchased surface water,approved,2
CA3410013,372,2020,purchased surface water,new,NA
CA3410013,372,2020,standby sources,approved,1
CA3410013,372,2020,standby sources,new,NA
CA3410013,372,2020,surface water,approved,0
CA3410013,372,2020,surface water,new,NA
CA3410014,904,2020,emergency interties,approved,0
CA3410014,904,2020,emergency interties,new,NA
CA3410014,904,2020,groundwater,approved,0
CA3410014,904,2020,groundwater,new,NA
CA3410014,904,2020,purchased grounwater,approved,0
CA3410014,904,2020,purchased grounwater,new,NA
CA3410014,904,2020,purchased surface water,approved,0
CA3410014,904,2020,purchased surface water,new,NA
CA3410014,904,2020,standby sources,approved,0
CA3410014,904,2020,standby sources,new,NA
CA3410014,904,2020,surface water,approved,1
CA3410014,904,2020,surface water,new,NA
CA3410015,1036,2020,emergency interties,approved,1
CA3410015,1036,2020,emergency interties,new,NA
CA3410015,1036,2020,groundwater,approved,9
CA3410015,1036,2020,groundwater,new,NA
CA3410015,1036,2020,purchased grounwater,approved,0
CA3410015,1036,2020,purchased grounwater,new,NA
CA3410015,1036,2020,purchased surface water,approved,0
CA3410015,1036,2020,purchased surface water,new,NA
CA3410015,1036,2020,standby sources,approved,0
CA3410015,1036,2020,standby sources,new,NA
CA3410015,1036,2020,surface water,approved,1
CA3410015,1036,2020,surface water,new,NA
CA3410016,1803,2020,emergency interties,approved,0
CA3410016,1803,2020,emergency interties,new,NA
CA3410016,1803,2020,groundwater,approved,1
CA3410016,1803,2020,groundwater,new,NA
CA3410016,1803,2020,purchased grounwater,approved,0
CA3410016,1803,2020,purchased grounwater,new,NA
CA3410016,1803,2020,purchased surface water,approved,1
CA3410016,1803,2020,purchased surface water,new,NA
CA3410016,1803,2020,standby sources,approved,0
CA3410016,1803,2020,standby sources,new,NA
CA3410016,1803,2020,surface water,approved,0
CA3410016,1803,2020,surface water,new,NA
CA3410017,372,2020,emergency interties,approved,0
CA3410017,372,2020,emergency interties,new,NA
CA3410017,372,2020,groundwater,approved,19
CA3410017,372,2020,groundwater,new,NA
CA3410017,372,2020,purchased grounwater,approved,0
CA3410017,372,2020,purchased grounwater,new,NA
CA3410017,372,2020,purchased surface water,approved,1
CA3410017,372,2020,purchased surface water,new,NA
CA3410017,372,2020,standby sources,approved,0
CA3410017,372,2020,standby sources,new,NA
CA3410017,372,2020,surface water,approved,0
CA3410017,372,2020,surface water,new,NA
CA3410018,2060,2020,emergency interties,approved,1
CA3410018,2060,2020,emergency interties,new,0
CA3410018,2060,2020,groundwater,approved,12
CA3410018,2060,2020,groundwater,new,0
CA3410018,2060,2020,purchased grounwater,approved,0
CA3410018,2060,2020,purchased grounwater,new,0
CA3410018,2060,2020,purchased surface water,approved,0
CA3410018,2060,2020,purchased surface water,new,0
CA3410018,2060,2020,standby sources,approved,0
CA3410018,2060,2020,standby sources,new,0
CA3410018,2060,2020,surface water,approved,0
CA3410018,2060,2020,surface water,new,0
CA3410020,2130,2020,emergency interties,approved,0
CA3410020,2130,2020,emergency interties,new,NA
CA3410020,2130,2020,groundwater,approved,28
CA3410020,2130,2020,groundwater,new,NA
CA3410020,2130,2020,purchased grounwater,approved,6
CA3410020,2130,2020,purchased grounwater,new,NA
CA3410020,2130,2020,purchased surface water,approved,1
CA3410020,2130,2020,purchased surface water,new,NA
CA3410020,2130,2020,standby sources,approved,0
CA3410020,2130,2020,standby sources,new,NA
CA3410020,2130,2020,surface water,approved,2
CA3410020,2130,2020,surface water,new,NA
CA3410021,2179,2020,emergency interties,approved,0
CA3410021,2179,2020,emergency interties,new,NA
CA3410021,2179,2020,groundwater,approved,0
CA3410021,2179,2020,groundwater,new,NA
CA3410021,2179,2020,purchased grounwater,approved,0
CA3410021,2179,2020,purchased grounwater,new,NA
CA3410021,2179,2020,purchased surface water,approved,0
CA3410021,2179,2020,purchased surface water,new,NA
CA3410021,2179,2020,standby sources,approved,0
CA3410021,2179,2020,standby sources,new,NA
CA3410021,2179,2020,surface water,approved,1
CA3410021,2179,2020,surface water,new,NA
CA3410023,372,2020,emergency interties,approved,0
CA3410023,372,2020,emergency interties,new,NA
CA3410023,372,2020,groundwater,approved,16
CA3410023,372,2020,groundwater,new,NA
CA3410023,372,2020,purchased grounwater,approved,0
CA3410023,372,2020,purchased grounwater,new,NA
CA3410023,372,2020,purchased surface water,approved,2
CA3410023,372,2020,purchased surface water,new,NA
CA3410023,372,2020,standby sources,approved,0
CA3410023,372,2020,standby sources,new,NA
CA3410023,372,2020,surface water,approved,0
CA3410023,372,2020,surface water,new,NA
CA3410029,2132,2020,emergency interties,approved,0
CA3410029,2132,2020,emergency interties,new,NA
CA3410029,2132,2020,groundwater,approved,35
CA3410029,2132,2020,groundwater,new,NA
CA3410029,2132,2020,purchased grounwater,approved,0
CA3410029,2132,2020,purchased grounwater,new,NA
CA3410029,2132,2020,purchased surface water,approved,1
CA3410029,2132,2020,purchased surface water,new,NA
CA3410029,2132,2020,standby sources,approved,8
CA3410029,2132,2020,standby sources,new,NA
CA3410029,2132,2020,surface water,approved,1
CA3410029,2132,2020,surface water,new,NA
CA3410030,904,2020,emergency interties,approved,0
CA3410030,904,2020,emergency interties,new,NA
CA3410030,904,2020,groundwater,approved,0
CA3410030,904,2020,groundwater,new,NA
CA3410030,904,2020,purchased grounwater,approved,0
CA3410030,904,2020,purchased grounwater,new,NA
CA3410030,904,2020,purchased surface water,approved,1
CA3410030,904,2020,purchased surface water,new,NA
CA3410030,904,2020,standby sources,approved,0
CA3410030,904,2020,standby sources,new,NA
CA3410030,904,2020,surface water,approved,0
CA3410030,904,2020,surface water,new,NA
CA3410031,372,2020,emergency interties,approved,0
CA3410031,372,2020,emergency interties,new,NA
CA3410031,372,2020,groundwater,approved,17
CA3410031,372,2020,groundwater,new,NA
CA3410031,372,2020,purchased grounwater,approved,0
CA3410031,372,2020,purchased grounwater,new,NA
CA3410031,372,2020,purchased surface water,approved,2
CA3410031,372,2020,purchased surface water,new,NA
CA3410031,372,2020,standby sources,approved,0
CA3410031,372,2020,standby sources,new,NA
CA3410031,372,2020,surface water,approved,0
CA3410031,372,2020,surface water,new,NA
CA3410032,NA,2020,emergency interties,approved,0
CA3410032,NA,2020,emergency interties,new,NA
CA3410032,NA,2020,groundwater,approved,0
CA3410032,NA,2020,groundwater,new,NA
CA3410032,NA,2020,purchased grounwater,approved,0
CA3410032,NA,2020,purchased grounwater,new,NA
CA3410032,NA,2020,purchased surface water,approved,0
CA3410032,NA,2020,purchased surface water,new,NA
CA3410032,NA,2020,standby sources,approved,0
CA3410032,NA,2020,standby sources,new,NA
CA3410032,NA,2020,surface water,approved,1
CA3410032,NA,2020,surface water,new,NA
CA3410033,NA,2020,emergency interties,approved,3
CA3410033,NA,2020,emergency interties,new,NA
CA3410033,NA,2020,groundwater,approved,10
CA3410033,NA,2020,groundwater,new,NA
CA3410033,NA,2020,purchased grounwater,approved,0
CA3410033,NA,2020,purchased grounwater,new,NA
CA3410033,NA,2020,purchased surface water,approved,0
CA3410033,NA,2020,purchased surface water,new,NA
CA3410033,NA,2020,standby sources,approved,0
CA3410033,NA,2020,standby sources,new,NA
CA3410033,NA,2020,surface water,approved,0
CA3410033,NA,2020,surface water,new,NA
CA3410045,372,2020,emergency interties,approved,0
CA3410045,372,2020,emergency interties,new,NA
CA3410045,372,2020,groundwater,approved,3
CA3410045,372,2020,groundwater,new,1
CA3410045,372,2020,purchased grounwater,approved,0
CA3410045,372,2020,purchased grounwater,new,NA
CA3410045,372,2020,purchased surface water,approved,1
CA3410045,372,2020,purchased surface water,new,1
CA3410045,372,2020,standby sources,approved,0
CA3410045,372,2020,standby sources,new,NA
CA3410045,372,2020,surface water,approved,0
CA3410045,372,2020,surface water,new,NA
CA3410704,2132,2020,emergency interties,approved,0
CA3410704,2132,2020,emergency interties,new,NA
CA3410704,2132,2020,groundwater,approved,8
CA3410704,2132,2020,groundwater,new,NA
CA3410704,2132,2020,purchased grounwater,approved,0
CA3410704,2132,2020,purchased grounwater,new,NA
CA3410704,2132,2020,purchased surface water,approved,2
CA3410704,2132,2020,purchased surface water,new,NA
CA3410704,2132,2020,standby sources,approved,0
CA3410704,2132,2020,standby sources,new,NA
CA3410704,2132,2020,surface water,approved,0
CA3410704,2132,2020,surface water,new,NA
CA3510001,1188,2020,emergency interties,approved,0
CA3510001,1188,2020,emergency interties,new,NA
